寶雅,	5904
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,62.30,107.81,29.89,NA,7.53,48.47,7.78,18.20,1.84,1.92,17.03,23.32,12.67
2001,55.93,122.08,31.61,NA,6.28,58.12,12.67,30.76,3.36,4.10,28.56,25.44,15.12
2002,62.37,105.13,24.47,NA,5.05,72.27,10.04,24.90,3.23,3.37,8.68,8.72,14.97
2003,67.29,134.35,47.01,NA,4.84,75.41,10.34,27.91,3.43,3.94,34.47,21.80,15.34
2004,67.51,119.93,47.49,*****,5.30,68.86,9.38,27.09,3.44,4.11,43.25,20.72,15.94
2005,59.13,118.31,42.14,NA,4.93,74.03,10.94,29.00,4.91,4.44,33.05,21.53,16.84
2006,52.60,138.11,53.40,NA,4.18,87.32,7.35,15.67,3.57,2.51,14.71,3.96,16.41
2007,46.28,147.28,35.97,NA,3.89,93.83,7.98,15.22,3.73,2.50,19.17,4.16,17.12
2008,52.12,140.75,32.34,NA,3.48,104.88,9.27,17.78,4.18,3.08,25.47,9.07,17.93
2009,55.28,138.30,39.62,NA,3.34,109.28,7.50,15.80,3.49,2.69,28.90,13.57,17.58
2010,47.06,153.75,56.60,NA,3.52,103.69,9.98,18.32,4.67,3.26,52.27,71.30,17.67
2011,44.89,161.16,49.40,NA,3.44,106.10,11.33,20.78,5.36,3.71,29.45,4.60,18.62
2012,43.30,165.11,56.55,NA,3.28,111.28,13.82,24.60,6.47,4.75,52.47,13.55,20.15
2013,49.45,143.30,58.44,NA,3.19,114.42,15.53,29.30,7.71,6.03,52.50,16.32,21.76
2014,50.89,139.94,59.90,NA,3.43,106.41,17.52,34.93,8.43,8.22,50.11,18.90,25.52
2015,51.73,136.25,52.08,NA,3.29,110.94,18.14,37.06,8.91,10.00,44.58,10.91,28.72
2016,51.35,143.57,55.85,NA,3.34,109.28,19.39,39.77,9.41,12.13,51.65,11.77,32.59
2017,51.79,143.45,54.74,NA,3.06,119.28,20.55,42.19,10.78,14.63,58.79,13.69,37.16
2018,52.45,147.98,59.14,NA,2.79,130.82,21.41,44.39,12.14,17.50,57.80,11.91,41.67
