悠克,	6131
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%)
2018,7.73,599.17,580.16,-1279.31,11.73,31.11,-106.53,-120.07,167.28,-8.40,-1295.70,-172.02,1.88
