首利,	1471
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,57.00,100.50,77.93,6.42,7.82,46.67,-2.05,-7.23,-3.52,-0.85,7.23,5.13,11.17
2001,47.34,101.79,76.47,7.74,9.08,40.19,-1.68,-7.30,-3.73,-0.80,18.32,8.15,10.47
2002,45.21,74.23,47.45,9.07,7.97,45.79,1.64,1.55,1.02,0.16,10.81,5.10,10.65
2003,30.50,281.07,277.32,5.51,19.78,18.45,3.76,5.57,2.76,0.61,35.23,15.43,11.30
2004,40.36,181.83,151.36,5.88,27.18,13.42,5.48,8.54,3.28,1.01,24.78,16.50,12.31
2005,42.69,165.13,135.98,5.16,18.08,20.18,10.03,17.12,5.48,2.13,*****,*****,13.55
2006,50.41,146.42,113.53,3.95,15.99,22.82,-3.97,-7.72,-2.57,-0.91,*****,*****,11.41
2007,41.35,174.76,151.17,4.34,24.59,14.84,0.88,1.88,0.35,0.16,10.23,6.56,14.63
2008,32.65,170.80,146.08,4.77,38.49,9.48,-8.35,-13.86,-4.21,-1.90,25.35,10.16,12.90
2009,39.68,143.68,131.38,5.50,53.18,6.86,5.39,8.36,2.26,1.23,35.04,19.75,15.01
2010,29.44,161.94,142.82,4.85,54.34,6.71,-3.02,-4.68,-1.58,-0.68,2.27,0.83,14.15
2011,24.89,179.89,172.83,4.67,96.07,3.79,-2.42,-3.33,-1.39,-0.47,-14.66,-4.17,14.33
2012,21.01,203.63,197.23,4.23,740.93,0.49,-8.28,-10.81,-4.82,-1.46,-34.78,-7.68,12.63
2013,28.28,191.30,154.34,5.37,11.81,30.90,0.88,1.20,0.55,0.15,38.40,9.13,13.16
2014,23.70,219.97,185.12,5.25,11.64,31.35,-2.11,-2.96,-2.04,-0.39,17.92,3.26,13.19
2015,17.35,273.18,241.68,3.33,9.49,38.46,-11.45,-14.51,-20.60,-1.78,6.85,0.75,11.34
2016,26.70,161.11,137.15,3.16,9.00,40.55,-14.82,-19.08,-32.44,-1.91,-36.66,-6.92,8.70
2017,39.44,142.12,126.42,2.40,9.94,36.72,-20.08,-30.20,-37.02,-2.32,-26.12,-7.20,8.86
