聲寶,	1604
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,35.82,156.78,107.46,5.03,5.12,71.28,12.33,16.60,14.82,2.01,16.33,3.99,13.25
2001,35.02,230.86,123.61,4.22,6.51,56.06,4.84,6.02,6.72,0.71,6.36,0.00,11.91
2002,50.85,114.80,57.90,4.31,9.39,38.87,5.84,8.76,8.39,1.09,17.01,4.82,10.68
2003,38.96,314.98,175.81,4.51,12.47,29.27,5.12,8.11,5.62,1.14,NA,NA,12.95
2004,42.40,190.40,97.48,3.49,4.05,90.12,-3.54,-6.74,-5.96,-0.79,11.87,0.00,10.57
2005,48.26,163.26,94.44,3.80,3.84,95.05,-25.02,-46.37,-37.12,-4.38,16.60,5.34,7.94
2006,67.05,205.65,117.22,4.31,3.99,91.47,-21.29,-51.83,-28.92,-4.92,0.00,0.00,7.13
2007,71.54,182.31,75.02,4.56,3.45,105.79,-11.23,-41.09,-20.48,-2.55,28.27,7.39,5.29
2008,43.37,96.65,51.67,5.56,3.79,96.30,26.84,61.18,41.52,4.40,22.72,10.49,9.11
2009,37.03,165.50,93.44,5.29,4.40,82.95,-0.21,-1.23,-1.23,-0.11,47.67,8.42,9.16
2010,40.29,155.65,75.98,6.33,4.66,78.32,1.57,1.87,1.68,0.25,0.09,0.02,12.92
2011,41.84,171.59,85.95,5.89,4.07,89.68,1.97,2.69,2.30,0.35,2.48,0.12,13.38
2012,43.33,143.40,67.75,6.09,4.44,82.20,4.25,6.92,4.86,0.94,9.76,1.20,13.97
2013,37.13,222.67,111.23,6.59,4.72,77.33,3.91,6.41,4.33,0.80,36.23,2.70,14.33
2014,34.43,188.60,103.60,7.42,5.11,71.42,5.38,8.23,6.23,1.25,45.09,4.08,15.18
2015,38.05,165.90,91.72,7.32,5.13,71.15,4.36,6.69,5.35,1.00,9.94,-2.26,14.98
2016,39.03,170.84,90.57,8.47,5.33,68.48,6.78,10.88,8.06,1.65,37.52,3.75,15.11
2017,43.96,170.14,93.74,9.95,4.68,77.99,2.89,4.70,3.82,0.67,4.81,-4.60,14.20
