大成鋼,	2027
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,43.44,129.74,82.74,2.01,3.76,97.07,0.81,-2.07,-2.00,-0.27,24.29,14.40,13.06
2001,40.21,113.69,71.01,1.70,3.71,98.38,2.31,0.63,0.80,0.08,36.05,19.07,13.18
2002,43.65,92.93,50.40,3.00,5.61,65.06,3.75,3.47,3.00,0.59,34.31,19.57,11.59
2003,46.48,100.25,51.11,3.80,5.04,72.42,4.45,5.36,4.50,0.79,7.33,2.51,13.12
2004,46.57,214.51,133.85,4.20,5.37,67.97,13.19,22.44,13.27,3.46,-34.33,-9.63,16.59
2005,44.77,202.08,115.09,3.50,5.04,72.42,9.79,15.83,11.21,2.75,15.46,-3.15,17.76
2006,53.86,217.13,137.85,4.40,5.69,64.14,19.09,37.08,16.25,7.02,-13.99,-7.38,22.31
2007,38.08,198.98,97.76,3.69,4.35,83.90,12.55,21.22,15.27,5.34,37.89,8.58,26.82
2008,54.45,128.04,75.40,4.83,5.24,69.65,-16.47,-32.34,-24.07,-7.04,0.00,0.00,16.95
2010,45.83,148.84,84.10,3.62,3.96,92.17,4.89,7.28,7.55,1.21,0.00,0.00,15.73
2011,46.59,153.12,99.45,3.24,4.85,75.25,3.15,4.44,4.32,0.66,15.57,4.53,15.47
2012,49.13,112.19,63.86,2.89,5.37,67.97,2.75,3.79,4.07,0.57,0.00,0.00,14.35
2013,63.13,314.49,55.06,13.34,1.57,232.48,2.25,2.42,0.82,0.29,0.00,0.00,13.28
2014,63.78,270.55,46.36,14.18,1.67,218.56,6.20,13.92,4.19,2.44,0.00,0.00,15.93
2015,67.22,264.71,46.84,13.52,1.62,225.30,0.91,-1.04,-0.33,-0.36,12.07,3.26,14.69
2016,66.64,302.29,67.92,12.32,1.54,237.01,2.68,4.38,1.41,0.61,31.63,8.75,13.99
2017,70.39,359.06,79.46,11.76,1.91,191.09,4.28,8.96,2.23,1.25,NA,NA,13.72
