中信金,	2891
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,15.23,24913.06,NA,NA,NA,NA,8.20,8.65,96.97,1.36,NA,NA,16.30
2003,26.89,1842.68,NA,NA,NA,NA,7.60,9.47,91.89,1.42,NA,NA,13.89
2004,26.70,570.96,NA,NA,NA,NA,12.37,17.23,95.26,2.60,NA,NA,16.91
2005,18.56,3428.47,NA,NA,NA,NA,10.70,16.51,95.58,2.20,NA,NA,18.02
2006,20.93,NA,NA,NA,NA,NA,-5.67,-11.82,-1024.36,-1.46,NA,NA,n/a
2007,13.05,NA,NA,NA,NA,NA,8.32,12.05,95.86,1.49,NA,NA,n/a
2008,11.56,NA,NA,NA,NA,NA,9.10,12.43,98.17,1.51,NA,NA,n/a
2009,9.94,NA,NA,NA,NA,NA,1.50,1.21,88.69,0.15,NA,NA,n/a
2010,0.29,NA,NA,NA,NA,NA,8.63,10.53,96.24,1.32,NA,NA,n/a
2011,0.28,NA,NA,NA,NA,NA,10.98,12.76,96.65,1.61,NA,NA,n/a
2012,6.88,NA,NA,NA,NA,NA,11.95,13.01,97.45,1.65,NA,NA,n/a
2013,92.05,NA,NA,NA,NA,NA,0.95,11.93,16.92,1.50,NA,NA,13.10
2014,93.72,NA,NA,NA,NA,NA,1.30,18.69,19.58,2.58,NA,NA,15.03
2015,93.96,NA,NA,NA,NA,NA,0.86,13.97,16.42,2.10,NA,NA,15.39
2016,94.17,NA,NA,NA,NA,NA,0.59,9.98,8.74,1.43,NA,NA,14.49
2017,93.99,NA,NA,NA,NA,NA,0.73,12.77,10.64,1.91,NA,NA,16.20
2018,94.52,NA,NA,NA,NA,NA,0.65,11.33,11.46,1.85,NA,NA,15.89
