安馳,	3528
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,68.36,141.62,93.14,5.05,5.00,73.00,11.40,32.40,4.53,4.27,NA,NA,14.13
2007,52.77,184.23,118.71,4.80,5.15,70.87,12.95,29.86,5.65,4.36,18.76,20.19,16.58
2008,52.38,185.10,105.34,5.19,4.31,84.68,10.60,20.85,5.18,3.22,NA,NA,16.03
2009,54.38,174.81,122.23,4.98,5.57,65.52,8.85,18.35,4.40,3.03,26.70,20.99,16.78
2010,62.98,148.40,85.74,5.70,5.94,61.44,13.29,31.55,5.48,5.43,0.00,0.00,18.80
2011,39.16,246.88,157.05,4.54,3.86,94.55,8.26,16.58,4.77,3.03,39.64,16.63,19.88
2012,31.68,303.79,218.94,4.93,5.05,72.27,9.88,14.98,5.44,2.85,83.15,28.99,19.74
2013,37.67,257.24,172.95,4.84,4.85,75.25,9.46,14.42,5.75,2.79,-4.28,-10.96,19.98
2014,51.09,189.17,104.55,5.14,4.06,89.90,9.01,15.85,5.48,3.19,-63.06,-72.67,21.06
2015,45.84,213.62,118.91,4.87,6.08,60.03,8.83,16.38,5.94,3.41,81.57,56.72,21.24
2016,37.73,255.40,124.42,4.63,5.56,65.64,7.76,12.89,5.34,2.64,-2.33,-12.09,21.65
2017,48.74,197.25,106.35,4.51,6.34,57.57,7.10,11.83,4.30,2.57,-7.00,-16.90,22.05
2018,54.54,178.67,94.86,4.33,6.79,53.75,6.84,12.41,4.30,2.71,7.94,-0.75,22.05
