宏亞,	1236
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,48.41,118.80,82.36,6.50,6.70,54.47,5.99,8.59,4.95,1.07,58.90,11.42,12.68
2001,48.27,89.28,66.41,5.78,7.07,51.62,4.11,5.26,3.41,0.66,18.64,1.95,12.26
2002,44.17,106.74,78.25,6.41,8.00,45.62,6.55,10.73,6.56,1.33,43.11,10.35,12.92
2003,47.74,133.27,109.45,6.12,7.48,48.79,10.15,18.16,10.20,2.39,-5.17,-3.68,14.04
2004,41.41,120.80,87.78,5.65,6.27,58.21,7.49,13.11,8.38,1.74,87.40,19.12,13.54
2005,40.60,113.32,72.76,6.23,6.04,60.43,9.54,15.98,8.89,2.16,50.93,10.90,14.14
2006,41.33,109.74,62.84,5.86,5.74,63.58,2.89,4.52,2.63,0.59,47.44,8.44,12.67
2007,40.08,115.51,73.09,6.44,6.37,57.29,7.89,12.96,7.00,1.72,54.98,11.09,13.88
2008,37.92,132.40,86.94,5.28,6.44,56.67,7.01,10.99,6.51,1.55,37.06,5.48,14.11
2009,34.68,141.16,88.55,5.54,5.04,72.42,9.03,13.70,9.92,2.03,57.12,7.02,14.83
2010,42.22,111.97,62.86,6.19,4.96,73.58,6.96,11.25,7.01,1.58,26.16,3.85,14.29
2011,49.84,106.62,69.10,6.41,5.27,69.25,7.15,13.11,7.26,1.83,29.73,5.78,14.57
2012,49.51,113.46,63.54,6.22,5.12,71.28,4.21,9.56,5.88,1.28,45.22,7.29,13.57
2013,46.35,124.57,84.00,6.96,6.19,58.96,4.94,8.75,5.07,1.26,65.71,11.31,14.36
2014,41.92,133.16,84.11,7.27,5.69,64.14,5.45,9.06,7.06,1.55,23.63,3.11,17.06
2015,43.22,126.00,77.40,6.71,5.21,70.05,3.19,5.38,4.39,0.95,37.74,3.34,17.89
2016,41.89,164.40,102.78,5.41,4.98,73.29,2.46,3.97,3.52,0.69,22.88,0.98,16.93
2017,40.06,173.66,100.31,4.69,4.40,82.95,0.34,0.28,0.27,0.05,4.62,-0.28,16.23
