志豐,	3206
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2003,32.75,166.39,130.97,6.06,8.97,40.69,4.57,6.17,3.12,0.65,8.31,3.65,10.83
2004,26.30,200.36,172.99,5.88,11.07,32.97,5.15,6.98,3.57,0.78,78.10,24.67,11.51
2005,30.13,180.79,169.82,5.81,25.87,14.10,11.09,15.30,6.62,1.85,60.89,18.58,12.67
2006,27.49,196.85,188.32,4.92,41.13,8.87,15.67,21.91,10.23,2.93,60.10,16.61,14.56
2007,18.81,272.21,267.78,4.49,64.76,5.63,7.39,9.56,5.09,1.32,75.79,13.53,15.28
2008,23.64,199.48,194.87,4.02,90.26,4.04,2.75,3.47,2.82,0.51,33.25,2.68,14.53
2009,32.17,157.50,154.06,3.97,90.10,4.05,2.92,4.06,2.76,0.60,26.94,7.71,14.89
2010,34.49,161.04,157.88,4.17,110.87,3.29,8.67,13.02,6.73,1.98,9.42,2.24,15.67
2011,38.79,141.96,138.94,4.43,110.03,3.31,8.25,13.05,6.73,2.09,39.97,15.04,16.86
2012,34.24,146.70,140.78,4.03,55.40,6.58,4.92,7.76,5.19,1.22,-11.03,-13.40,15.50
2013,33.12,270.70,245.00,4.08,11.50,31.73,2.23,3.26,1.92,0.50,-3.76,-5.54,15.33
2014,36.08,255.52,227.00,4.49,11.39,32.04,6.40,9.78,4.72,1.56,40.15,15.18,16.66
2015,36.81,208.59,172.05,4.23,9.04,40.37,7.74,12.17,5.70,2.03,22.55,9.83,17.47
2016,48.34,162.50,132.13,5.19,11.60,31.46,5.99,10.47,3.01,1.31,-12.46,-16.20,16.33
2017,47.78,170.92,144.68,3.54,9.62,37.94,4.78,9.12,3.06,1.50,29.40,19.97,16.45
