熱映,	3373
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2005,27.00,259.00,228.00,8.07,6.61,55.21,15.00,20.00,13.00,2.61,11.00,4.00,14.66
2006,25.00,314.00,280.00,11.11,11.62,31.41,21.00,28.00,13.00,4.61,147.00,43.00,18.50
2007,17.00,493.00,463.00,12.93,13.10,27.86,12.00,15.00,10.00,2.47,77.00,15.00,17.11
2008,17.00,462.00,434.00,14.63,17.98,20.30,9.00,11.00,8.00,1.70,137.00,27.00,16.14
2009,21.00,346.00,326.00,16.41,19.60,18.62,12.00,15.00,11.00,2.21,94.00,24.00,15.99
2010,19.00,379.00,350.00,13.22,17.06,21.39,9.00,11.00,8.00,1.72,21.00,-2.00,15.31
2011,16.00,449.00,414.00,9.15,14.85,24.57,6.00,7.00,5.00,1.03,33.00,0.00,15.11
2012,13.00,575.00,535.00,8.87,17.86,20.43,1.00,1.00,1.00,0.16,0.00,0.00,13.90
2013,21.00,426.00,290.00,9.20,3.45,105.79,3.00,3.00,2.00,0.47,18.00,4.00,14.12
2014,19.00,502.00,352.00,8.12,3.06,119.28,5.00,6.00,5.00,1.02,0.00,0.00,16.38
2015,18.00,441.00,288.00,8.48,3.13,116.61,8.00,10.00,8.00,1.62,51.00,6.00,17.09
2016,16.00,502.00,331.00,7.63,2.96,123.31,4.00,5.00,4.00,0.84,59.00,1.00,15.85
2017,17.00,482.00,285.00,6.69,2.71,134.68,1.60,2.00,1.70,0.31,0.00,0.00,15.48
