緯創,	3231
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2003,48.80,134.12,92.62,6.90,18.35,19.89,5.09,9.78,2.07,1.86,29.46,24.27,19.48
2004,54.16,153.75,115.75,12.70,22.94,15.91,-2.17,-5.16,-0.71,-0.89,8.43,5.92,16.60
2005,48.09,156.16,129.90,11.42,29.22,12.49,8.59,15.90,2.05,3.31,7.41,6.36,21.84
2006,51.02,154.66,141.57,9.89,46.12,7.91,11.01,19.81,2.44,4.32,16.42,6.39,23.04
2007,59.79,134.81,122.23,6.85,58.17,6.27,9.83,21.49,2.39,4.80,NA,NA,23.69
2008,65.83,139.51,128.40,7.01,67.57,5.40,7.69,19.76,1.63,4.57,18.24,14.01,24.31
2009,65.80,130.85,126.29,6.26,101.23,3.60,7.10,20.31,1.75,5.23,11.01,15.95,28.47
2010,68.13,110.90,108.09,5.27,158.56,2.30,7.37,21.88,2.20,6.15,NA,NA,28.96
2011,69.43,103.37,97.24,5.28,126.02,2.89,5.05,15.31,1.55,4.36,2.86,NA,29.74
2012,68.85,105.90,99.08,5.60,90.08,4.05,3.74,10.79,1.11,3.06,NA,NA,28.40
2013,75.53,128.49,96.75,6.94,12.34,29.57,2.73,8.98,0.92,2.51,5.43,4.56,27.83
2014,76.55,119.00,80.98,6.35,9.07,40.24,1.89,5.26,0.61,1.50,NA,NA,28.38
2015,76.16,116.14,81.13,6.50,8.40,43.45,0.90,1.83,0.20,0.55,7.88,10.18,28.45
2016,75.96,114.28,80.06,7.28,9.46,38.58,1.56,4.36,0.45,1.20,22.97,34.80,26.62
2017,79.67,106.30,69.13,9.07,10.22,35.71,2.11,6.49,0.52,1.48,NA,NA,24.41
