英濟,	3294
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2004,56.48,121.13,100.35,2.77,11.78,30.98,13.36,29.31,11.58,2.84,17.35,10.93,13.21
2005,46.21,131.36,112.72,2.53,9.52,38.34,15.85,31.03,17.42,4.36,NA,NA,16.91
2006,44.07,163.52,137.93,2.35,9.28,39.33,14.43,25.38,20.14,4.06,38.49,6.80,17.46
2007,44.52,160.22,147.04,2.88,14.31,25.50,10.24,17.41,15.49,3.26,NA,NA,22.91
2008,34.37,131.69,113.57,2.11,10.21,35.74,1.25,1.14,2.40,0.24,NA,NA,23.31
2009,33.97,95.39,86.00,3.50,10.35,35.26,-3.63,-6.04,-15.18,-1.32,24.89,10.30,20.61
2010,29.62,121.35,106.62,3.00,10.12,36.06,-3.43,-5.48,-15.64,-1.08,8.06,2.09,18.90
2011,22.68,221.03,193.43,3.94,8.64,42.24,8.19,10.69,29.55,2.22,72.00,10.16,22.62
2012,25.67,120.67,102.69,3.35,6.37,57.29,-4.67,-6.50,-19.04,-1.36,10.95,NA,20.23
2013,47.62,148.43,121.34,2.99,8.42,43.34,-1.12,-3.07,-1.54,-0.63,12.38,5.54,20.19
2014,49.92,147.88,119.23,2.78,7.30,50.00,-3.87,-8.19,-4.38,-1.49,5.56,2.65,19.29
2015,52.17,136.30,114.84,3.33,8.41,43.40,1.30,1.87,0.82,0.60,11.63,6.79,19.78
2016,44.96,159.55,127.27,3.03,7.40,49.32,2.22,3.70,1.82,0.90,27.62,10.51,18.48
2017,45.84,178.31,143.32,3.13,7.37,49.52,4.65,8.09,3.79,1.66,14.27,4.85,19.64
