信義,	9940
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,29.98,94.45,87.01,13.34,NA,NA,7.58,10.35,5.57,1.30,58.44,7.72,12.71
2001,34.32,100.12,93.82,10.88,NA,NA,7.70,10.95,6.88,1.33,23.47,2.78,12.79
2003,37.66,176.32,172.44,13.73,NA,NA,22.81,36.93,18.31,5.69,62.55,12.46,16.61
2004,37.68,226.17,217.77,15.31,NA,NA,25.70,41.21,18.98,6.42,20.36,0.02,17.73
2005,36.17,275.20,270.48,10.89,NA,NA,22.97,36.36,18.66,5.67,111.08,25.32,17.54
2006,36.67,294.16,290.00,9.54,NA,NA,25.17,39.60,23.14,6.65,74.57,12.42,18.98
2007,45.66,68.88,62.38,9.15,NA,NA,17.83,29.87,21.05,4.77,165.10,29.58,17.06
2008,42.01,49.23,46.48,12.64,NA,NA,11.54,19.85,15.07,2.78,92.46,17.05,14.24
2009,39.53,79.37,78.42,13.81,NA,NA,18.33,30.60,20.62,4.88,68.51,16.10,17.65
2010,35.72,107.16,106.03,10.50,NA,NA,20.57,32.83,20.98,5.42,84.94,17.87,18.27
2011,28.74,131.22,129.54,41.09,NA,NA,13.09,19.35,16.35,2.98,82.38,3.68,15.60
2012,32.91,105.99,105.00,11.59,NA,NA,13.08,18.94,17.08,2.90,114.40,15.43,15.93
2013,42.00,219.17,120.46,11.53,NA,NA,18.00,29.47,20.81,4.92,NA,NA,18.88
2014,46.56,371.97,182.09,8.65,NA,NA,6.80,11.59,12.47,1.75,NA,NA,15.29
2015,55.12,250.26,129.74,9.45,NA,NA,3.33,6.23,7.79,0.89,29.86,6.52,14.56
2016,60.67,168.41,86.30,9.45,NA,NA,4.36,9.88,12.18,1.46,28.68,18.08,14.69
2017,57.60,313.59,134.64,20.82,0.62,588.70,11.38,27.16,15.88,4.29,0.00,0.00,17.34
