和鑫,	3049
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,15.80,299.07,292.06,1.62,0.45,811.11,3.38,3.57,759.34,0.43,-81.84,-15.36,n/a
2001,43.66,160.16,142.04,3.66,6.82,53.51,3.86,4.74,16.24,0.55,-7.59,-1.94,14.81
2002,51.52,99.77,71.37,3.82,4.28,85.28,7.27,12.76,24.52,1.59,21.05,6.73,16.83
2003,46.71,112.98,100.68,5.08,8.98,40.64,6.11,9.76,11.19,1.40,15.79,4.63,14.86
2004,47.27,284.21,270.64,4.88,10.32,35.36,7.09,12.29,15.70,1.68,74.61,12.38,14.48
2005,60.02,105.96,84.32,3.23,4.01,91.02,-3.57,-9.03,-16.24,-1.15,45.22,26.58,12.06
2006,51.04,73.93,51.72,4.06,5.16,70.73,-8.15,-20.62,-26.68,-2.26,34.40,9.84,9.86
2007,54.96,93.58,82.87,5.50,9.50,38.42,-15.59,-36.22,-25.12,-3.02,52.73,14.24,6.86
2008,34.83,203.85,191.31,5.20,6.76,53.99,4.95,7.05,6.65,0.76,151.17,28.68,11.24
2009,27.71,204.36,187.44,9.28,7.26,50.27,-13.26,-19.88,-31.24,-2.20,-31.90,-6.68,10.02
2010,39.44,379.82,362.18,6.49,8.67,42.09,-1.53,-3.17,-4.40,-0.31,43.58,4.86,9.57
2011,70.30,87.32,72.06,8.63,5.64,64.71,-9.26,-23.02,-30.59,-1.99,-2.69,-0.69,7.71
2012,81.85,43.03,32.70,7.66,4.17,87.52,-8.55,-40.34,-42.68,-2.59,3.09,0.95,5.12
2013,79.75,87.38,83.06,5.47,2.51,145.41,2.80,6.81,6.17,0.35,29.60,21.23,5.45
2014,56.79,82.58,76.83,6.46,4.73,77.16,4.22,9.91,13.58,0.58,33.19,11.11,6.37
2015,50.66,53.84,51.03,8.14,8.29,44.02,1.63,1.66,2.98,0.16,26.20,14.21,10.23
2016,60.78,61.59,58.62,7.23,12.36,29.53,-2.26,-6.74,-18.05,-0.67,22.29,4.88,9.58
2017,58.94,63.80,54.49,9.02,12.31,29.65,1.68,1.98,5.20,0.19,63.60,8.95,9.77
