大宇,	1445
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,37.22,183.41,96.94,6.61,4.97,73.44,2.87,2.26,2.04,0.26,39.16,5.07,11.71
2001,37.58,176.50,104.35,7.34,4.97,73.44,2.44,1.97,1.75,0.24,70.24,9.97,12.17
2002,33.41,204.86,110.60,7.13,4.67,78.15,-0.65,-2.62,-2.52,-0.34,27.17,1.91,11.27
2003,30.97,248.86,128.81,7.30,4.50,81.11,-0.99,-2.84,-2.54,-0.33,16.91,1.68,10.55
2004,28.28,383.36,214.40,8.97,4.67,78.15,-3.30,-5.94,-4.63,-0.68,76.73,5.70,11.37
2005,28.52,415.12,249.25,9.72,4.28,85.28,-0.71,-6.09,-1.77,-0.24,73.81,5.39,11.08
2006,28.47,384.19,237.12,8.67,4.19,87.11,0.19,-0.83,-0.71,-0.09,35.92,2.88,11.11
2007,25.39,481.50,304.07,9.46,4.78,76.35,-0.51,-1.70,-1.30,-0.20,13.89,0.88,12.38
2008,15.52,618.04,390.42,8.70,4.45,82.02,1.53,1.46,1.32,0.02,109.40,4.74,12.29
2009,16.81,494.28,321.26,9.44,5.16,70.73,2.01,2.40,2.30,0.30,74.60,3.77,12.88
2010,15.32,631.77,402.48,8.77,5.55,65.76,5.00,5.95,5.13,0.79,-80.43,-4.52,13.80
2011,18.62,410.31,277.78,7.64,5.50,66.36,4.48,5.40,4.48,0.75,82.20,5.11,13.85
2012,17.26,513.25,293.56,6.77,4.63,78.83,1.00,1.21,1.14,0.17,-17.90,-2.84,13.82
2013,17.50,570.01,306.44,6.92,3.85,94.80,2.80,3.41,3.13,0.47,14.18,-0.35,13.93
2014,16.20,746.34,348.54,6.51,3.22,113.35,1.27,1.53,1.52,0.21,7.35,-1.54,13.53
2015,16.41,734.42,371.12,6.98,2.82,129.43,3.93,4.70,4.87,0.65,104.39,4.23,13.99
2016,17.05,477.04,222.97,6.27,2.56,142.57,2.72,3.27,3.75,0.45,11.53,-0.39,13.76
2017,15.84,579.04,257.20,6.18,2.57,142.02,0.55,0.66,0.77,0.09,28.30,0.28,13.44
