勤凱,	4760
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%)
2018,45.58,163.02,114.68,2.89,4.02,90.79,8.17,13.67,7.86,2.20,3.88,-1.35,16.79
