全國電,	6281
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2003,56.94,145.90,75.12,71.80,7.10,51.40,10.16,21.82,2.64,2.61,40.10,37.60,13.24
2004,56.11,153.61,90.35,69.70,7.67,47.58,10.30,23.69,2.78,3.27,39.41,24.94,14.17
2005,49.90,184.24,121.82,106.37,8.23,44.34,12.77,26.86,3.68,4.70,34.45,18.18,18.18
2006,46.85,196.00,126.27,117.76,7.11,51.33,11.66,22.60,4.05,4.13,18.27,0.32,18.64
2007,49.06,186.62,111.10,130.93,7.23,50.48,12.20,23.46,3.81,4.41,21.97,3.89,19.24
2008,43.22,208.53,123.96,168.77,6.49,56.24,10.12,18.86,3.36,3.50,15.36,-5.88,18.74
2009,50.90,182.28,116.75,377.24,6.37,57.29,9.10,17.17,3.29,2.97,26.39,5.27,21.08
2010,47.35,200.01,119.33,332.76,6.67,54.72,10.36,20.37,3.59,4.35,24.62,3.90,21.66
2011,51.88,187.72,104.58,225.75,5.95,61.34,10.57,21.03,3.62,4.62,22.26,5.88,22.30
2012,53.68,184.43,96.75,136.90,5.91,61.75,11.26,23.87,3.59,5.42,18.07,1.51,23.13
2013,56.97,170.87,73.13,133.50,5.05,72.27,8.31,19.06,2.82,4.19,10.17,-8.65,21.73
2014,57.27,167.61,66.89,256.34,4.85,75.25,8.33,19.43,2.68,4.31,16.54,3.71,22.57
2015,58.47,165.24,79.09,301.98,5.08,71.85,8.12,19.27,2.63,4.37,33.02,19.85,22.83
2016,53.39,181.29,90.23,227.84,5.73,63.69,9.38,21.32,2.94,4.98,13.34,-1.46,23.91
2017,50.45,189.92,89.90,160.97,6.06,60.23,9.15,19.06,2.77,4.57,13.93,-4.33,24.03
2018,46.78,199.02,80.89,119.72,6.12,59.64,8.70,16.95,2.48,4.09,5.25,-9.92,24.20
