瑞儀,	6176
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,34.83,197.78,135.82,5.85,6.47,56.41,11.50,15.61,9.99,1.50,NA,NA,11.75
2001,51.13,167.91,130.28,5.70,7.05,51.77,20.46,36.70,12.87,4.64,25.32,16.65,14.95
2002,32.77,225.67,179.49,5.75,8.68,42.05,26.66,42.50,14.55,8.32,7.83,2.04,25.01
2003,44.37,215.50,170.20,3.51,7.41,49.25,14.67,23.88,10.19,5.02,*****,*****,23.19
2004,38.95,278.70,234.81,3.16,7.78,46.91,23.95,40.24,18.20,9.88,30.72,7.80,28.67
2005,24.96,275.40,249.71,3.31,12.75,28.62,19.33,27.90,15.00,7.82,3.61,NA,32.86
2006,25.98,233.04,211.30,2.40,13.32,27.40,11.47,15.37,12.58,4.72,46.40,4.01,31.54
2007,22.13,228.88,210.93,2.04,13.90,26.25,12.04,15.83,16.14,5.03,-2.15,-8.06,33.38
2008,11.25,311.05,293.20,2.06,17.27,21.13,7.98,9.60,13.10,3.13,88.65,2.11,33.25
2009,8.58,347.83,337.06,2.09,18.27,19.97,9.06,10.05,31.12,3.29,93.57,3.32,33.31
2010,8.40,300.44,289.25,3.29,42.09,8.67,16.76,18.30,72.28,6.11,54.76,-1.54,34.42
2011,19.54,280.28,273.65,2.68,55.52,6.57,22.32,26.10,138.09,10.01,64.87,-2.01,43.27
2012,21.13,152.74,134.84,3.42,29.46,12.38,21.97,27.36,97.99,12.05,41.52,-6.84,46.09
2013,57.50,156.97,142.48,4.07,16.61,21.97,9.79,22.27,7.41,10.13,29.39,15.56,48.01
2014,55.81,216.43,191.34,3.77,14.06,25.96,7.27,15.93,7.25,8.01,28.89,7.26,52.58
2015,54.99,181.81,150.57,4.20,16.61,21.97,6.00,12.61,5.93,6.61,-0.94,-7.10,52.27
2016,53.57,158.69,133.56,3.87,14.73,24.77,6.33,13.40,6.85,6.81,32.23,18.62,49.40
2017,54.59,162.43,131.55,4.35,17.65,20.67,6.24,13.19,5.62,6.57,16.51,7.02,50.18
