宏易,	4530
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,40.11,152.01,84.26,5.48,3.16,115.50,4.83,7.10,5.96,1.04,8.04,2.56,15.74
2001,42.59,134.19,90.35,7.68,4.86,75.10,6.84,10.70,5.91,1.62,22.50,8.09,15.98
2002,53.41,109.67,89.01,3.87,8.44,43.24,5.62,10.58,5.11,1.91,0.55,0.39,21.44
2003,58.46,119.88,97.26,3.12,9.30,39.24,1.28,1.46,0.67,0.28,-5.61,-3.38,18.66
2004,64.86,118.79,98.65,3.15,8.69,42.00,-17.68,-47.44,-23.90,-7.03,0.00,0.00,10.99
2005,58.41,91.72,70.17,2.77,4.77,76.51,-5.52,-17.17,-13.46,-1.78,20.42,11.63,9.69
2007,42.17,113.24,93.18,3.23,4.15,87.95,1.53,1.45,1.94,0.16,-10.93,-3.94,11.16
2008,33.18,105.23,85.34,2.36,5.20,70.19,-6.99,-12.12,-26.60,-1.36,-33.10,-8.38,10.34
2009,36.63,67.94,54.14,3.00,6.94,52.59,-12.39,-19.38,-61.70,-1.82,12.85,2.85,8.44
2010,26.25,141.99,132.73,24.61,38.15,9.56,-27.71,-40.73,-134.09,-2.44,-107.46,-17.28,6.48
2011,6.75,329.23,326.45,2.38,11.07,32.97,-2.59,-3.27,-32.66,-0.21,-129.35,-8.57,6.42
2012,7.89,733.79,709.70,4.91,12.44,29.34,-42.29,-36.34,-302.94,-1.96,38.73,1.55,4.34
2013,32.98,86.89,70.21,3.45,5.59,65.29,-22.96,-36.70,-107.71,-3.76,5.28,0.97,8.69
2014,43.53,68.11,57.39,3.66,15.55,23.47,-12.87,-22.51,-89.57,-1.88,-28.35,-9.17,7.10
2015,37.68,261.63,244.52,3.31,52.69,6.92,-17.35,-29.71,-116.07,-1.85,-21.64,-5.54,5.02
2016,5.86,1590.32,1540.86,2.17,5.21,70.05,39.26,50.70,469.89,3.17,479.72,29.86,7.09
2017,6.23,1364.92,1271.72,1.36,2.49,146.58,-8.30,-9.02,-64.33,-0.54,-430.94,28.52,6.54
2018,1.63,5151.20,5061.73,1.17,2.46,148.37,1.91,2.03,17.07,0.11,1196.40,19.61,6.74
