長榮航,	2618
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,70.71,85.29,39.01,NA,NA,NA,5.17,3.96,4.60,1.20,35.24,7.31,15.04
2001,74.00,74.00,38.00,NA,NA,NA,NA,-10.00,-6.00,-1.44,2.00,NA,13.45
2002,69.66,79.00,45.00,NA,NA,NA,4.21,8.00,4.00,1.19,33.00,8.00,14.45
2003,66.68,86.00,51.00,NA,NA,NA,2.61,4.00,2.00,0.55,25.00,6.00,13.87
2004,63.38,76.00,44.00,NA,NA,NA,4.01,8.00,4.00,1.06,25.00,8.00,13.18
2005,65.77,85.00,42.00,NA,NA,NA,2.14,3.00,2.00,0.39,13.00,2.00,12.97
2006,67.32,92.45,54.23,NA,NA,NA,-0.16,-3.74,-1.80,-0.45,13.05,2.71,11.91
2007,70.37,87.97,54.62,NA,NA,NA,-0.15,-4.14,-2.01,-0.48,23.39,4.80,11.40
2008,82.03,51.94,27.19,NA,NA,NA,-10.15,-48.30,-18.63,-4.30,0.00,0.00,6.53
2009,78.68,67.81,42.70,NA,NA,NA,-0.93,-9.85,-3.88,-1.14,0.00,0.00,10.81
2010,72.55,94.45,66.23,NA,NA,NA,9.05,33.08,11.51,4.06,52.96,12.19,13.72
2011,72.80,98.38,69.32,NA,NA,NA,1.11,0.53,0.20,0.06,40.48,6.73,11.62
2012,73.33,100.07,79.19,NA,NA,NA,1.33,1.35,0.47,0.15,34.41,8.57,11.22
2013,73.64,119.05,94.11,NA,NA,NA,1.69,3.21,1.03,0.23,44.53,10.16,11.00
2014,76.32,97.55,79.69,NA,NA,NA,0.32,-1.98,-0.59,-0.40,29.55,8.33,10.52
2015,71.99,100.01,82.47,NA,NA,NA,4.55,14.53,5.00,1.69,44.43,12.45,12.66
2016,72.74,111.38,94.07,NA,NA,NA,2.64,6.93,2.73,0.86,33.97,8.61,13.16
2017,71.86,114.19,95.81,NA,NA,NA,3.58,10.22,3.86,1.38,29.21,7.09,13.90
