曜亞,	4138
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2008,35.25,229.13,147.58,2.06,1.94,188.14,10.21,15.14,10.84,2.59,42.70,4.30,16.66
2009,34.63,238.47,149.13,3.09,2.49,146.58,11.80,17.92,10.04,3.19,51.13,19.31,18.90
2010,20.27,423.42,299.05,3.68,2.06,177.18,14.09,18.82,13.57,5.72,24.96,1.37,34.86
2011,40.59,351.35,254.36,3.38,2.05,178.04,11.33,16.33,14.23,5.84,1.43,-19.23,36.70
2012,35.44,461.47,344.05,2.80,1.73,210.98,7.68,11.75,11.72,4.26,105.44,11.20,35.83
2013,35.50,215.34,156.07,3.23,1.49,244.96,2.65,3.50,4.20,1.56,38.36,9.20,36.69
2014,28.94,238.84,171.46,5.31,2.16,168.98,6.71,9.56,9.16,4.02,82.84,26.27,41.16
2015,34.28,377.43,308.70,6.22,2.95,123.72,6.89,9.83,9.86,4.05,47.64,5.43,43.24
2016,37.52,327.74,274.42,5.65,2.78,131.29,6.89,10.46,12.23,3.95,45.41,7.41,42.36
2017,39.00,205.19,160.28,5.75,2.14,170.56,6.44,10.14,12.39,3.77,16.10,2.35,41.33
