銘鈺,	4545
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2012,50.00,104.00,76.00,4.62,6.21,58.77,9.00,17.00,13.00,3.86,8.00,-10.42,17.42
2013,54.40,138.24,118.03,4.11,7.43,49.12,11.92,27.26,10.06,4.25,27.40,17.05,17.60
2014,47.48,160.99,122.58,4.40,6.22,58.68,21.15,42.54,15.84,8.01,51.04,20.20,21.65
2015,43.55,183.87,148.59,4.75,5.76,63.36,19.39,35.47,15.39,7.53,70.84,14.80,22.48
2016,32.84,257.49,229.67,3.70,6.72,54.31,8.03,12.84,8.65,2.96,12.86,-10.23,25.83
2017,34.83,253.53,216.98,3.18,8.01,45.56,0.70,0.87,0.67,0.21,5.06,-4.42,23.72
