捷邦,	1566
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2008,46.77,145.66,92.21,6.97,5.84,62.50,10.82,18.71,6.47,2.08,16.32,9.86,11.96
2009,40.06,168.63,109.01,6.46,5.74,63.58,3.93,6.54,2.59,0.81,49.97,26.22,12.67
2010,46.51,144.75,90.89,5.68,5.70,64.03,4.64,8.12,2.96,1.03,0.00,-6.45,12.64
2011,41.00,159.14,92.50,4.89,4.39,83.14,2.17,3.71,1.71,0.49,23.86,10.95,13.54
2012,63.47,192.50,148.15,5.81,4.81,75.88,1.43,2.90,1.23,0.40,14.83,4.32,13.94
2013,52.87,133.85,98.43,5.74,6.33,57.66,0.44,-0.42,-0.16,-0.06,6.04,1.20,16.85
2014,57.92,106.10,81.15,4.32,5.74,63.58,1.00,1.30,0.63,0.50,1.89,0.31,17.64
2015,65.91,109.22,73.94,6.00,7.10,51.40,5.14,14.11,3.51,2.17,3.74,1.88,19.24
2016,67.11,100.18,67.60,5.27,5.50,66.36,3.40,10.67,2.50,1.05,21.39,9.33,17.88
2017,68.42,99.60,64.30,5.12,5.30,68.86,2.83,9.18,2.07,1.03,15.29,7.30,18.08
2018,62.79,112.69,70.83,5.20,4.83,75.56,2.00,5.54,1.39,0.59,13.17,5.07,17.75
