毛寶,	1732
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,19.50,392.53,264.84,4.06,2.34,155.98,5.83,7.31,6.64,0.84,35.29,5.64,11.84
2001,15.64,540.23,351.29,3.71,2.16,168.98,1.88,2.29,2.34,0.26,5.84,*****,11.03
2002,14.73,617.12,420.96,3.63,2.32,157.32,0.49,0.58,0.63,0.06,44.26,3.91,11.08
2003,16.47,575.28,411.16,4.02,2.97,122.89,0.04,0.04,0.04,0.00,28.64,2.94,10.87
2004,18.70,483.06,364.53,3.70,3.38,107.98,-5.43,-6.58,-6.15,-0.69,14.02,1.73,10.18
2005,19.27,414.42,318.61,3.64,3.54,103.10,-0.47,-0.58,-0.51,-0.06,16.59,2.43,10.31
2006,21.89,321.11,240.53,3.88,4.04,90.34,4.45,5.61,4.32,0.60,43.83,7.72,10.94
2007,23.88,307.90,236.54,4.16,4.39,83.14,3.54,4.58,3.32,0.51,43.23,8.84,11.43
2008,24.00,308.12,228.76,4.37,4.32,84.49,0.99,1.30,0.89,0.14,5.61,-2.37,10.99
2009,21.98,362.64,280.06,4.34,3.83,95.30,5.53,7.17,5.20,0.81,54.88,9.50,11.69
2010,25.37,306.32,221.97,4.78,3.89,93.83,3.64,4.78,3.26,0.55,20.46,0.41,11.42
2011,25.77,291.14,207.73,4.66,3.58,101.95,2.11,2.83,1.94,0.33,24.86,2.18,11.81
2012,24.45,303.52,206.99,4.60,3.37,108.30,-0.08,-0.11,-0.08,-0.01,9.50,-0.90,11.31
2013,26.35,310.69,209.10,4.36,2.87,127.17,-1.43,-1.95,-1.56,-0.21,8.19,1.67,10.80
2014,24.84,306.30,211.38,4.72,3.08,118.50,-1.67,-2.25,-1.77,-0.24,3.78,0.76,10.65
2015,25.36,286.42,201.36,5.16,3.25,112.30,-1.39,-1.86,-1.39,-0.20,11.06,2.65,10.41
2016,30.52,233.28,158.46,5.22,2.99,122.07,-4.07,-5.65,-4.42,-0.57,13.72,4.47,9.78
2017,25.76,283.29,191.11,5.94,3.08,118.50,1.25,1.74,1.22,0.17,-15.42,-3.83,9.87
2018,24.83,291.21,201.36,5.82,3.06,119.28,1.22,1.63,1.23,0.16,24.56,6.01,10.12
