綠能,	3519
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,61.09,140.22,44.96,9.86,1.69,215.97,25.43,56.35,26.78,6.65,-20.84,-16.67,16.37
2007,59.79,102.37,36.15,16.82,2.69,135.68,13.40,31.19,12.33,7.41,3.46,-3.24,31.93
2008,59.50,186.39,64.52,17.80,3.13,116.61,15.37,36.63,16.70,13.91,51.73,8.28,49.63
2009,53.02,111.27,43.93,15.84,3.72,98.11,1.29,1.83,1.30,0.82,NA,NA,46.00
2010,44.93,138.43,90.14,14.41,7.79,46.85,8.98,16.49,9.59,8.65,34.78,9.99,57.24
2011,55.85,81.57,51.07,10.25,12.27,29.74,-8.83,-18.78,-12.74,-8.92,-17.35,-9.19,45.92
2012,60.79,68.54,32.97,5.62,7.00,52.14,-12.51,-31.85,-36.33,-11.65,-11.46,-6.24,30.93
2013,64.05,64.41,32.19,6.02,7.06,51.69,-8.34,-24.67,-18.00,-7.26,19.70,13.07,23.68
2014,66.40,71.40,32.51,5.31,6.92,52.74,-7.64,-24.69,-13.53,-5.54,-10.16,-6.81,18.74
2015,67.12,59.68,34.33,5.96,6.94,52.59,-6.06,-21.29,-10.16,-3.71,23.97,14.92,14.74
2016,65.31,48.37,25.32,9.53,8.96,40.73,-4.29,-15.98,-6.55,-2.14,18.33,9.83,12.37
2017,64.03,49.26,26.08,10.77,8.49,42.99,-3.02,-11.58,-5.45,-1.49,17.09,8.89,11.23
