台中銀,	2812
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,91.82,534.00,NA,NA,NA,NA,0.03,0.35,0.46,0.04,NA,NA,11.06
2001,92.39,1425.52,NA,NA,NA,NA,0.03,0.42,0.56,0.05,NA,NA,11.02
2002,94.24,2030.70,NA,NA,NA,NA,-1.82,-27.22,-38.40,-2.70,NA,NA,8.38
2003,94.47,2037.30,NA,NA,NA,NA,0.15,2.60,3.90,0.22,NA,NA,8.60
2004,94.35,NA,NA,NA,NA,NA,0.20,3.64,6.11,0.32,NA,NA,9.02
2005,95.02,NA,NA,NA,NA,NA,-0.33,-7.46,-11.64,-0.65,NA,NA,8.47
2006,96.77,NA,NA,NA,NA,NA,-1.81,-44.05,-1616.21,-5.85,NA,NA,0
2007,93.93,NA,NA,NA,NA,NA,0.68,14.70,29.11,1.50,NA,NA,0
2008,94.52,NA,NA,NA,NA,NA,0.08,1.31,3.99,0.15,NA,NA,0
2009,95.04,NA,NA,NA,NA,NA,0.01,0.12,0.57,0.01,NA,NA,0
2010,94.28,NA,NA,NA,NA,NA,0.13,2.37,9.08,0.30,NA,NA,0
2011,93.38,NA,NA,NA,NA,NA,0.40,6.48,25.45,0.76,NA,NA,0
2012,93.68,NA,NA,NA,NA,NA,0.67,10.38,40.53,1.20,NA,NA,0
2013,93.67,NA,NA,NA,NA,NA,0.65,10.38,33.03,1.23,NA,NA,12.25
2014,93.11,NA,NA,NA,NA,NA,0.72,11.11,34.71,1.32,NA,NA,12.59
2015,92.87,NA,NA,NA,NA,NA,0.63,9.19,34.42,1.14,NA,NA,12.55
2016,93.19,NA,NA,NA,NA,NA,0.58,8.64,32.57,1.09,NA,NA,12.78
2017,93.24,NA,NA,NA,NA,NA,0.56,8.57,31.88,1.10,NA,NA,13.18
2018,92.87,NA,NA,NA,NA,NA,0.59,8.79,34.29,1.18,NA,NA,13.57
