新漢,	8234
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2005,45.75,160.77,89.74,7.14,3.89,93.83,8.82,15.23,6.97,1.79,14.86,7.07,12.82
2006,34.57,182.96,114.97,6.67,5.38,67.84,15.14,24.63,9.66,3.18,47.50,14.13,14.18
2007,23.74,262.45,213.68,6.00,9.33,39.12,21.98,30.48,12.86,4.49,69.26,15.77,17.61
2008,28.99,448.06,316.14,5.00,6.99,52.21,13.26,17.64,9.73,2.66,14.35,-3.61,15.94
2009,34.81,216.43,172.20,3.93,4.92,74.18,5.70,7.69,4.90,1.12,19.52,173.34,14.75
2010,27.53,257.71,176.32,4.07,7.17,50.90,10.10,14.00,7.10,2.10,43.84,10.78,16.12
2011,37.83,159.74,100.79,4.05,5.54,65.88,13.13,19.53,9.65,3.10,14.73,2.74,17.13
2012,38.67,160.87,108.53,4.01,5.60,65.17,8.42,13.38,6.29,2.07,27.55,9.63,16.13
2013,50.76,141.08,89.60,4.72,4.98,73.29,5.46,9.43,4.23,1.38,22.58,8.24,15.13
2014,47.26,157.67,97.11,5.66,5.17,70.59,11.74,22.33,9.05,3.56,3.09,-0.78,17.42
2015,48.41,144.19,85.30,5.15,4.16,87.74,4.52,8.10,3.53,1.40,11.01,-2.39,16.92
2016,53.56,132.97,77.50,4.80,3.87,94.31,4.89,9.42,3.71,1.61,-5.65,-10.22,17.27
2017,56.18,124.34,64.93,4.55,3.28,111.28,2.93,5.82,2.19,0.99,5.87,-1.39,16.70
2018,60.60,112.67,58.70,4.36,2.88,126.73,3.19,7.08,2.56,1.21,-3.44,-7.05,17.33
