同欣電,	6271
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2007,21.35,302.34,259.87,7.45,12.02,30.36,19.00,25.62,15.90,5.72,66.00,8.00,26.15
2008,16.84,336.96,296.14,8.45,15.37,23.74,11.84,14.48,9.86,3.93,70.03,0.00,28.45
2009,20.48,265.26,230.28,5.84,10.85,33.64,10.65,13.08,14.54,3.76,69.65,5.49,29.26
2010,22.81,240.91,210.36,7.85,12.85,28.40,13.46,17.20,12.98,5.91,94.06,16.32,38.84
2011,15.25,364.91,328.09,7.63,10.13,36.03,11.58,14.16,15.44,6.39,64.27,2.53,50.40
2012,12.69,402.96,353.55,7.53,9.56,38.17,13.32,15.43,18.81,8.08,159.18,11.62,54.64
2013,19.89,360.41,314.91,7.49,6.94,52.59,14.33,17.35,19.97,9.72,150.94,15.95,58.43
2014,35.69,575.91,524.67,8.02,6.63,55.05,11.22,15.46,18.12,9.27,103.00,4.25,61.55
2015,33.86,492.77,446.60,6.76,6.43,56.76,7.01,10.33,13.40,6.39,78.09,3.28,62.22
2016,33.68,240.93,217.58,6.07,6.50,56.15,6.95,10.11,12.72,6.29,51.64,7.50,62.29
2017,19.67,372.53,328.62,5.63,6.11,59.73,7.05,9.47,12.57,5.91,137.22,14.04,62.98
2018,16.16,468.54,388.83,5.71,4.81,75.88,8.03,9.72,13.67,6.13,89.13,3.74,63.19
