維熹,	3501
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2007,7.49,1019.70,851.60,4.50,54.68,6.67,11.81,13.15,9.92,4.61,182.43,6.55,38.27
2008,7.58,788.12,591.32,5.72,91.96,3.96,7.71,8.31,6.30,3.03,180.13,9.26,37.40
2009,15.16,377.72,367.63,4.74,97.76,3.73,11.73,13.27,13.44,5.08,111.94,15.46,39.72
2010,12.41,446.95,405.81,5.58,104.34,3.49,12.30,14.23,13.05,5.60,9.67,-7.19,39.64
2011,13.01,430.58,404.78,4.83,86.28,4.23,9.07,10.35,10.86,4.07,82.49,0.56,40.01
2012,11.34,499.52,446.91,4.07,78.25,4.66,9.70,11.00,12.63,4.45,38.86,-3.65,40.89
2013,19.46,419.07,249.79,3.88,3.05,119.67,8.03,10.14,9.02,4.25,52.38,2.61,42.74
2014,24.08,317.15,198.95,3.58,2.71,134.68,7.13,9.10,8.49,4.03,24.28,-0.04,44.52
2015,21.86,351.29,238.66,3.41,2.51,145.41,10.46,13.53,13.45,6.32,84.80,11.23,47.75
2016,21.87,368.68,269.75,3.38,2.35,155.31,9.78,12.48,14.28,5.94,96.46,10.45,47.64
2017,32.63,236.57,169.59,3.24,2.36,154.66,6.89,9.43,10.61,4.46,11.35,-3.01,47.39
