鼎元,	2426
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,48.20,138.68,64.27,2.76,1.72,212.20,7.37,10.62,9.30,1.32,0.00,0.00,13.04
2001,54.00,175.00,86.00,2.35,1.40,260.71,3.00,2.00,2.00,0.22,0.00,0.00,11.34
2002,45.00,197.00,124.00,2.53,1.69,215.97,4.00,5.00,5.00,0.59,22.18,9.00,12.18
2003,45.00,238.00,170.00,2.32,2.11,172.98,5.00,8.00,8.00,0.91,12.20,3.46,12.37
2004,40.00,207.00,142.00,2.57,2.60,140.38,7.00,12.00,12.00,1.42,46.80,14.73,12.50
2005,32.00,221.00,154.00,2.71,2.76,132.24,5.00,7.00,7.00,0.85,5.07,0.00,12.21
2006,27.66,215.00,144.00,5.12,5.61,65.06,20.47,28.03,29.83,1.70,37.66,8.33,12.80
2007,24.45,286.51,200.00,2.72,2.67,136.70,9.55,12.59,14.82,1.63,72.55,10.64,13.62
2008,26.45,177.63,114.00,2.79,2.73,133.69,-0.06,-0.44,-0.57,-0.05,20.66,1.95,11.59
2009,25.13,251.86,185.15,2.50,2.84,128.52,2.28,2.76,4.11,0.34,32.40,5.88,12.74
2010,26.42,171.02,114.67,3.16,3.37,108.30,2.92,3.49,4.18,0.45,24.99,5.04,13.05
2011,25.00,209.60,136.06,2.88,2.88,126.73,-2.43,-3.86,-5.39,-0.48,53.90,7.37,11.89
2012,32.70,278.51,195.34,2.76,3.05,119.67,-13.49,-19.30,-25.87,-1.98,38.52,5.86,9.21
2013,52.98,153.83,115.23,3.02,3.53,103.39,-16.73,-34.94,-24.54,-2.75,21.93,7.25,6.95
2014,43.49,178.11,130.41,3.45,4.15,87.95,7.40,13.34,7.57,1.50,22.85,6.21,12.08
2015,28.00,253.66,188.12,3.22,2.91,125.42,6.51,9.61,8.82,1.22,55.04,6.56,12.26
2016,29.41,237.25,186.22,3.11,2.78,131.29,4.99,6.68,7.63,0.91,53.81,7.59,11.95
2017,43.07,187.34,150.55,3.10,2.67,136.70,2.72,3.91,4.58,0.66,15.17,1.38,11.79
2018,33.03,270.22,186.33,3.29,2.26,161.50,7.83,12.05,16.12,1.79,32.48,3.69,12.92
