森寶,	3489
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2004,53.26,155.60,151.22,4.86,57.59,6.33,12.78,29.56,6.33,3.50,41.46,32.32,n/a
2005,41.22,195.67,189.40,4.71,99.45,3.67,13.68,25.68,6.76,3.66,NA,NA,15.30
2006,49.56,159.85,145.75,4.26,42.00,8.69,11.86,21.56,5.78,3.14,23.26,9.97,15.41
2007,43.06,192.45,181.43,4.74,38.40,9.50,15.71,28.82,6.94,5.08,16.81,5.32,20.21
2008,37.48,202.96,177.84,4.36,26.49,13.77,6.74,10.97,4.41,1.98,76.55,13.42,16.94
2009,44.77,169.45,155.43,5.55,22.20,16.44,2.77,4.51,2.12,0.75,16.46,5.30,16.72
2010,37.56,222.43,207.41,6.51,35.21,10.36,-11.33,-19.78,-7.43,-2.45,-32.77,-9.29,12.50
2011,24.17,397.97,389.37,7.19,57.54,6.34,-2.63,-4.00,-2.12,-0.44,21.76,3.21,12.01
2012,21.81,631.63,630.98,4.13,99.75,3.65,-12.76,-16.84,-22.88,-1.89,-72.39,-7.50,10.43
2013,35.89,244.13,112.32,17.69,3.01,121.26,5.94,8.47,5.77,1.10,-53.06,-36.55,13.21
2014,52.61,323.44,91.70,7.26,0.67,544.77,2.31,2.85,3.90,0.39,-146.28,-65.31,14.29
2015,59.30,417.88,131.72,5.19,0.62,588.70,-2.14,-6.02,-7.86,-0.84,13.90,4.36,13.45
2016,60.36,370.75,127.97,6.30,0.64,570.31,5.46,12.44,10.73,1.78,-56.45,-20.81,15.24
2017,65.52,287.67,75.81,4.32,0.17,2147.05,0.06,-0.58,-1.56,-0.09,-31.15,-18.49,14.65
2018,63.64,333.75,79.51,88.02,0.26,1403.84,1.35,3.60,5.82,0.54,23.65,10.10,15.19
