新洲,	3171
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,7.85,1216.27,1141.61,20.81,3.63,100.55,11.74,12.81,27.20,1.47,-49.66,-3.69,12.42
2003,9.00,1066.49,922.32,23.48,7.11,51.33,16.41,17.92,26.96,2.23,202.53,17.70,13.29
2004,8.83,1105.52,1012.73,12.76,6.86,53.20,13.46,14.75,21.46,1.81,126.12,6.76,12.93
2005,13.46,705.62,624.02,7.07,4.42,82.57,10.27,11.56,19.87,1.45,147.11,13.74,12.90
2006,14.12,637.07,502.60,7.99,2.52,144.84,5.16,5.97,11.19,0.74,-7.58,-11.28,12.18
2007,20.71,850.15,615.91,10.65,2.38,153.36,2.54,3.03,6.42,0.35,151.37,9.84,11.70
2008,13.87,1275.24,1054.33,13.97,4.43,82.39,0.42,0.29,0.60,0.03,229.20,7.18,12.06
2009,14.03,1112.73,1011.76,12.04,4.06,89.90,0.56,0.57,1.58,0.07,24.72,1.14,12.76
2010,14.36,997.43,856.04,11.16,3.35,108.95,-5.88,-7.00,-23.32,-0.86,-117.04,-5.74,11.90
2011,3.53,1203.42,1112.34,9.55,4.44,82.20,-11.65,-12.56,-71.70,-1.44,-73.89,-2.38,9.81
2012,22.89,399.84,371.00,4.19,7.75,47.09,0.36,0.40,0.49,0.04,-7.85,-2.27,9.82
2013,20.39,371.49,300.18,2.48,11.07,32.97,4.34,6.01,5.62,0.61,-3.76,-0.96,10.58
2014,59.51,218.27,204.41,3.24,12.82,28.47,4.85,9.75,3.26,1.15,35.14,27.09,8.98
2015,65.05,158.16,149.70,3.14,18.60,19.62,5.60,14.52,4.80,1.41,13.86,7.63,10.37
2016,59.39,137.30,128.07,3.06,20.07,18.18,5.24,12.65,4.86,1.39,6.40,4.30,11.63
2017,54.18,137.67,127.99,2.85,19.20,19.01,2.80,5.54,2.41,0.65,12.98,7.71,12.01
