尼克森,	3317
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,59.00,161.00,90.00,8.15,3.52,103.69,18.00,42.00,9.00,20.88,NA,NA,n/a
2003,63.00,148.00,76.00,5.07,2.67,136.70,4.19,9.49,2.74,1.03,18.00,29.00,11.21
2004,58.00,160.00,78.00,3.95,2.43,150.20,1.86,2.99,0.91,0.35,NA,NA,11.70
2005,62.00,155.00,99.00,3.65,3.17,115.14,4.73,9.77,2.68,1.20,25.00,34.00,12.91
2006,50.00,195.00,124.00,4.16,4.06,89.90,20.12,41.92,10.89,7.15,4.00,NA,21.06
2007,25.00,385.00,216.00,4.52,3.46,105.49,19.21,29.50,11.18,7.70,NA,NA,33.12
2008,19.00,492.00,247.00,4.01,2.57,142.02,4.42,5.64,3.18,1.61,NA,NA,27.65
2009,34.00,336.00,210.00,4.12,2.87,127.17,5.86,8.00,4.25,2.08,79.00,23.95,26.83
2010,42.00,255.00,123.00,3.94,2.86,127.62,1.94,2.85,1.37,0.76,NA,NA,26.58
2011,42.48,246.22,106.76,3.98,2.39,152.71,-3.79,-7.04,-3.29,-1.79,-6.15,-3.02,24.39
2012,42.19,246.70,134.32,3.21,2.07,176.32,-0.97,-2.38,-1.25,-0.57,20.03,9.85,23.80
2013,34.30,302.39,177.17,2.79,2.35,155.31,1.48,1.86,1.09,0.44,48.93,18.25,24.15
2014,35.12,242.52,155.21,2.89,2.68,136.19,0.85,0.97,0.61,0.25,-7.52,-3.87,24.41
2015,40.57,207.21,146.48,2.36,2.60,140.38,-0.95,-1.82,-1.33,-0.44,14.85,10.00,23.95
2016,37.39,233.60,173.22,2.47,3.49,104.58,3.15,4.51,2.86,1.10,10.80,6.03,25.04
2017,29.74,277.81,213.44,2.39,4.08,89.46,4.06,5.84,3.82,1.51,55.42,22.94,26.54
