盟立,	2464
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,49.73,179.95,86.59,3.89,2.56,142.57,9.38,17.15,7.60,2.00,14.76,7.56,12.51
2001,44.53,208.34,107.76,4.16,2.80,130.35,8.23,15.09,6.27,1.79,29.69,12.31,12.55
2002,47.39,180.07,85.61,4.26,2.54,143.70,10.22,18.58,8.50,2.26,8.30,3.42,13.14
2003,57.62,147.90,59.64,4.04,2.05,178.04,6.71,14.17,6.24,1.73,0.00,0.00,12.73
2004,59.94,199.52,110.40,4.51,2.48,147.17,8.37,20.13,6.74,2.47,9.27,4.25,13.23
2005,41.88,203.37,147.23,4.73,3.46,105.49,13.38,27.04,10.65,3.82,43.08,18.91,15.88
2006,41.13,210.85,154.16,5.44,4.31,84.68,16.49,28.17,13.63,4.40,20.31,2.28,17.12
2007,38.96,219.64,84.98,5.37,3.58,101.95,16.38,27.29,15.89,4.64,33.96,4.15,18.01
2008,39.09,213.96,43.31,6.84,3.67,99.45,10.68,17.47,11.07,2.90,34.15,4.17,16.68
2009,41.11,191.93,35.03,6.99,2.07,176.32,7.43,12.39,10.68,2.06,28.32,4.84,16.53
2010,44.91,183.55,36.87,9.37,2.78,131.29,10.85,19.05,9.97,3.29,11.74,0.10,18.02
2011,44.47,177.23,34.30,9.60,2.85,128.07,6.56,11.81,6.07,2.05,13.29,-1.54,17.55
2012,46.48,176.85,37.62,9.26,2.40,152.08,3.72,6.49,4.25,1.11,10.59,1.52,17.03
2013,44.77,189.31,54.32,8.74,2.98,122.48,5.92,11.25,5.27,1.90,41.25,20.73,17.51
2014,48.24,173.73,62.06,9.40,3.17,115.14,6.26,11.68,5.55,2.09,36.89,19.45,18.22
2015,54.57,152.33,39.45,11.55,3.78,96.56,8.01,16.49,6.86,2.98,2.16,-2.72,18.75
2016,63.30,145.31,42.07,13.70,3.35,108.95,5.70,13.77,5.52,2.55,12.27,4.34,18.33
2017,68.36,130.75,43.82,18.39,4.07,89.68,4.21,11.97,3.40,2.15,7.74,3.54,17.99
