聯傑,	3094
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2007,7.78,958.84,865.62,3.09,3.04,120.06,13.60,14.97,27.87,2.19,24.06,1.35,17.60
2008,5.74,1120.90,987.42,2.06,2.10,173.80,4.08,4.38,13.58,0.71,413.02,9.35,15.19
2009,6.49,934.41,872.46,3.65,3.29,110.94,9.70,10.33,24.64,1.62,317.90,14.42,16.23
2010,6.41,1040.03,989.21,4.23,3.40,107.35,8.93,9.54,24.02,1.53,268.23,7.76,16.21
2011,4.69,1714.39,1600.42,3.09,2.15,169.76,3.72,3.94,15.12,0.60,212.78,-1.07,15.29
2012,4.92,1626.51,1546.14,4.23,2.08,175.48,4.65,4.89,17.26,0.75,291.21,5.82,15.34
2013,5.35,2047.86,1987.18,6.05,2.04,178.92,5.40,5.73,20.54,0.87,211.75,1.70,15.24
2014,5.63,1904.13,1835.96,6.03,1.93,189.11,6.22,6.57,25.81,1.00,203.52,1.19,15.20
2015,6.62,1739.02,1680.20,5.63,1.97,185.27,6.30,6.71,25.64,1.01,159.08,-0.21,14.99
2016,6.07,1783.13,1728.43,5.44,1.85,197.29,5.38,5.74,22.68,0.86,151.10,-1.11,14.65
2017,5.19,2016.59,1932.28,6.32,1.78,205.05,4.05,4.29,16.88,0.63,94.35,-4.29,14.17
2018,4.87,2238.89,2151.99,5.48,1.63,223.92,3.07,3.20,14.41,0.44,131.72,-2.10,13.72
