立益,	1443
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,37.94,120.62,83.22,4.93,2.78,131.29,-4.72,-7.48,-16.97,-0.82,0.00,0.00,10.43
2001,33.36,115.64,81.80,5.61,3.03,120.46,-5.10,-9.12,-22.73,-0.94,14.06,2.79,10.28
2002,42.56,83.35,63.59,5.31,2.76,132.24,-4.46,-8.63,-33.22,-0.92,0.00,0.00,9.57
2003,42.23,101.43,49.64,4.42,2.94,124.14,-3.37,-7.04,-24.29,-0.70,0.00,0.00,8.89
2004,46.48,89.22,34.22,5.06,2.96,123.31,-4.77,-9.50,-25.77,-0.86,0.57,0.00,8.58
2005,49.21,87.44,31.17,4.43,2.62,139.31,-4.05,-8.71,-25.47,-0.76,0.00,0.00,8.65
2006,44.40,77.54,31.95,5.38,3.06,119.28,-1.10,-3.01,-6.85,-0.27,10.29,3.41,8.99
2007,48.69,68.59,33.27,5.67,2.40,152.08,-7.63,-15.46,-36.97,-1.27,9.95,3.40,7.49
2008,51.46,85.18,55.29,6.12,2.05,178.04,-2.75,-6.81,-14.05,-0.49,0.00,0.00,6.86
2009,55.94,80.96,55.08,8.62,2.88,126.73,-6.92,-15.96,-24.46,-1.01,0.00,0.00,5.87
2010,52.42,93.37,65.33,12.55,4.29,85.08,0.94,1.23,1.44,0.08,6.17,1.60,6.69
2011,57.94,91.79,60.14,7.62,3.86,94.55,-4.59,-11.70,-20.97,-1.50,0.00,0.00,12.79
2012,64.34,106.64,75.00,9.21,2.71,134.68,-6.59,-18.50,-29.92,-2.28,0.00,0.00,11.91
2013,58.81,58.01,30.68,5.90,2.78,131.29,-1.26,-11.01,-7.69,-0.61,0.00,0.00,11.60
2014,60.70,60.74,38.32,6.33,2.40,152.08,-2.43,-17.88,-13.65,-1.51,0.00,0.00,9.80
2015,79.26,66.04,36.54,5.89,1.84,198.36,-2.29,-18.93,-15.62,-0.89,0.00,0.00,8.91
2016,80.84,56.00,27.55,7.46,1.73,210.98,-3.49,-26.83,-18.96,-1.34,0.00,0.00,8.06
2017,91.45,31.71,19.58,8.16,2.04,178.92,-5.27,-49.71,-25.66,-1.79,0.00,0.00,6.41
