協易機,	4533
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,70.94,111.19,78.27,2.98,4.18,87.32,4.41,7.92,2.08,0.91,13.83,20.67,13.14
2001,65.75,133.09,93.80,2.27,3.74,97.59,3.66,5.81,2.13,0.71,-4.87,-3.94,12.63
2002,69.37,117.56,84.46,2.67,4.76,76.68,4.63,10.65,3.46,1.29,14.05,14.64,12.72
2003,71.18,126.43,92.21,2.60,5.07,71.99,2.65,6.18,1.81,0.71,0.00,0.00,11.75
2004,71.91,110.41,78.63,2.71,5.19,70.32,4.31,12.11,3.13,1.41,6.71,9.02,12.71
2005,71.02,111.80,86.53,2.74,6.04,60.43,4.99,15.17,3.68,1.96,14.49,17.03,13.73
2006,61.27,120.10,88.54,2.62,6.40,57.03,5.75,15.33,4.44,2.29,1.05,0.00,14.70
2007,53.94,134.77,105.29,2.89,7.23,50.48,8.39,18.79,6.53,3.11,22.20,13.96,17.82
2008,48.54,123.23,81.26,2.61,5.08,71.85,3.59,6.82,3.87,1.15,18.58,5.66,16.59
2009,38.52,184.41,124.52,1.72,2.24,162.94,-4.65,-8.91,-15.29,-1.40,46.70,11.00,13.52
2010,39.63,192.20,128.05,4.37,3.61,101.10,3.92,6.05,6.02,0.84,9.62,2.92,13.60
2011,43.34,206.75,141.31,4.88,3.68,99.18,5.27,8.73,7.29,1.24,3.12,0.91,14.78
2012,43.22,173.75,112.32,5.62,2.71,134.68,3.47,5.84,5.01,0.86,18.09,3.07,14.68
2013,55.02,151.71,102.88,4.71,3.39,107.66,4.48,9.28,4.80,1.40,21.12,9.95,15.78
2014,47.82,171.71,121.38,3.37,3.36,108.63,3.92,7.65,4.64,1.27,-13.29,-7.06,16.84
2015,54.12,152.63,99.38,3.07,2.47,147.77,1.86,3.35,2.57,0.57,27.21,15.80,16.53
2016,55.72,154.11,103.44,3.81,2.53,144.26,3.16,6.44,4.03,1.06,-1.26,-2.69,16.11
2017,56.86,180.97,137.50,3.11,3.02,120.86,1.55,2.84,1.81,0.46,3.84,-0.33,15.80
