鈞寶,	6155
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,21.32,280.97,229.26,3.67,3.14,116.24,29.13,37.62,31.12,5.28,103.71,24.48,16.93
2001,13.38,384.97,281.66,2.42,2.37,154.00,11.46,13.86,22.05,1.85,87.85,6.72,13.97
2002,37.00,744.45,636.11,2.74,2.16,168.98,14.99,20.36,31.28,2.72,88.07,7.20,14.68
2003,36.60,595.92,513.49,2.73,2.56,142.57,13.34,20.00,30.10,2.74,134.52,10.93,14.79
2004,35.59,176.79,150.68,3.11,3.14,116.24,15.56,23.36,31.20,3.27,34.52,12.03,15.23
2005,38.43,128.17,101.37,2.85,2.39,152.71,12.60,19.17,28.50,2.63,40.98,17.48,14.90
2006,23.41,208.34,156.55,3.11,2.01,181.59,13.71,19.29,34.37,3.22,63.31,8.18,19.43
2007,17.86,285.02,217.65,3.38,2.17,168.20,13.27,16.67,30.45,3.19,56.40,-0.72,19.66
2008,15.97,326.21,228.35,3.21,2.04,178.92,9.52,11.43,21.38,2.06,141.13,5.40,17.04
2009,15.10,328.95,268.07,2.86,2.24,162.94,12.21,14.43,31.87,2.65,101.11,5.65,19.84
2010,18.04,246.36,186.79,2.79,2.51,145.41,6.81,8.15,20.65,1.52,80.57,1.99,17.76
2011,18.58,222.43,169.08,3.12,2.64,138.25,4.20,5.08,11.81,0.88,77.90,5.78,16.97
2012,27.02,186.76,159.39,2.77,2.85,128.07,6.45,8.32,18.69,1.40,30.72,3.29,16.74
2013,34.05,219.80,195.66,2.69,2.63,138.78,6.04,8.54,17.10,1.45,30.76,6.22,17.62
2014,29.38,254.13,227.64,2.78,2.78,131.29,5.86,8.18,18.04,1.45,31.58,2.59,17.94
2015,36.65,197.05,177.16,2.84,2.58,141.47,4.94,7.05,16.46,1.22,20.47,3.26,16.98
2016,32.67,207.48,186.54,3.02,2.76,132.24,4.03,5.80,12.84,0.96,23.57,3.09,16.30
2017,37.22,182.47,162.27,3.08,3.00,121.66,2.29,3.11,6.15,0.50,5.22,-1.93,15.80
2018,39.26,182.17,160.05,3.20,2.63,138.78,5.94,9.24,17.65,1.48,19.38,7.25,16.21
