大慶證,	6021
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,50.25,169.89,169.81,NA,NA,NA,3.87,8.36,25.22,1.13,6.38,1.84,13.97
2002,61.85,146.77,146.73,NA,NA,NA,2.34,5.41,19.17,0.74,0.00,0.00,13.64
2003,61.57,146.91,146.85,NA,NA,NA,3.60,9.40,32.55,1.29,0.00,0.00,14.17
2004,61.93,145.97,145.93,NA,NA,NA,2.37,6.20,24.60,0.87,10.79,9.74,13.98
2005,58.42,153.32,153.27,NA,NA,NA,1.21,3.04,13.88,0.42,10.90,8.48,13.79
2006,61.95,147.85,147.81,NA,NA,NA,3.24,8.17,32.25,1.14,NA,NA,0
2007,62.63,144.86,144.83,NA,NA,NA,2.73,7.24,21.79,1.02,NA,NA,0
2008,51.65,217.85,217.76,NA,NA,NA,-3.40,-8.14,-34.03,-1.02,116.29,64.55,0
2009,54.10,168.16,168.12,NA,NA,NA,9.06,19.30,51.48,2.49,NA,NA,0
2010,52.49,176.08,176.05,NA,NA,NA,4.97,10.64,43.55,1.56,NA,NA,0
2011,43.47,197.54,197.45,NA,NA,NA,-2.97,-5.77,-34.92,-0.79,50.28,32.34,0
2012,40.87,212.88,212.81,NA,NA,NA,2.21,3.82,20.35,0.52,NA,NA,0
2013,53.54,168.55,168.47,NA,NA,NA,3.07,6.36,38.63,0.93,NA,NA,15.05
2014,53.30,166.03,165.99,NA,NA,NA,1.08,2.32,17.56,0.34,NA,NA,14.48
2015,47.95,175.17,175.13,NA,NA,NA,-0.60,-1.22,-13.16,-0.17,35.38,30.38,14.19
2016,38.79,209.56,209.32,NA,NA,NA,-0.73,-1.30,-15.96,-0.18,20.09,11.75,14.12
2017,48.04,175.46,175.39,NA,NA,NA,2.09,3.72,26.69,0.55,NA,NA,15.25
2018,28.68,314.31,314.15,NA,NA,NA,2.46,4.08,32.06,0.64,116.53,41.37,16.16
