今皓,	3011
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,33.46,174.49,126.44,3.60,4.62,79.00,7.11,10.75,10.31,1.67,7.62,2.89,16.04
2001,29.45,187.84,130.88,2.59,3.51,103.98,4.45,6.49,7.64,0.86,0.00,0.00,13.80
2002,44.48,266.02,226.36,2.78,4.56,80.04,7.66,12.25,12.67,1.63,20.08,4.50,14.10
2003,33.76,320.83,275.16,2.80,5.91,61.75,8.64,13.59,14.99,1.86,26.27,2.89,15.01
2004,26.80,227.03,175.10,2.83,5.22,69.92,3.39,4.54,4.99,0.66,27.84,3.53,13.66
2005,25.63,212.88,179.30,3.51,6.20,58.87,8.61,11.66,11.74,1.59,73.48,16.63,14.48
2006,21.85,235.20,199.36,3.12,6.56,55.64,3.38,4.44,6.24,0.62,1.62,-2.78,14.15
2007,17.64,301.66,251.80,3.13,7.54,48.40,0.18,0.23,0.32,0.03,-66.41,-8.92,14.12
2008,13.07,392.80,342.99,2.65,7.30,50.00,-2.22,-2.63,-5.00,-0.37,56.65,3.87,14.24
2009,13.24,279.01,228.22,3.29,6.93,52.66,-1.89,-2.17,-4.76,-0.31,27.93,2.34,14.06
2010,16.37,211.21,179.51,3.67,7.38,49.45,-0.61,-0.73,-1.41,-0.10,-54.73,-6.65,13.49
2011,17.57,187.97,165.95,2.96,7.90,46.20,0.71,0.80,1.76,0.11,24.96,2.68,14.34
2012,19.58,169.66,138.46,3.58,6.81,53.59,0.23,0.27,0.59,0.04,55.53,7.54,13.88
2013,34.73,201.37,154.82,3.70,6.03,60.53,-4.10,-6.15,-3.77,-0.84,11.27,3.12,13.47
2014,33.30,211.40,164.10,3.90,6.72,54.31,-2.91,-4.63,-3.02,-0.62,12.31,3.42,13.45
2015,36.48,189.92,144.11,4.05,6.36,57.38,-4.64,-7.37,-5.07,-0.94,3.39,1.10,12.17
2016,34.47,210.17,167.92,3.76,5.24,69.65,0.36,0.22,0.17,0.03,31.47,9.07,11.55
2017,33.39,214.46,158.02,2.69,3.42,106.72,-5.35,-8.18,9.32,-0.91,-7.38,-1.91,10.60
2018,40.78,179.60,128.25,3.02,4.08,89.46,-1.72,-2.84,-2.23,-0.30,-14.85,-5.39,10.22
