晶悅,	2718
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,19.20,359.17,353.60,11.66,150.02,2.43,10.33,13.02,18.01,2.19,106.43,1.45,16.85
2007,18.54,417.36,409.13,10.62,175.95,2.07,7.88,9.71,14.53,1.62,130.25,-0.24,16.47
2008,16.13,451.21,441.46,11.47,196.51,1.85,5.62,6.80,10.59,1.11,93.04,2.01,16.13
2009,16.70,445.53,442.86,12.42,524.68,0.69,2.11,2.52,4.21,0.40,93.17,1.57,15.60
2010,20.01,314.63,312.65,18.00,571.33,0.63,6.15,7.54,10.41,1.20,128.14,12.10,16.36
2011,23.14,538.21,538.10,19.95,1384.91,0.26,5.22,6.69,12.13,1.38,101.35,2.79,25.69
2012,24.37,427.75,425.65,17.81,1681.17,0.21,4.06,5.32,11.88,1.36,106.10,3.79,25.56
2013,27.15,306.83,303.07,21.23,398.95,0.91,0.46,0.62,1.37,0.15,48.91,1.63,24.25
2014,34.05,321.64,318.82,24.87,210.41,1.73,3.20,4.50,9.34,1.12,52.70,4.72,25.56
2015,33.26,282.61,280.40,20.69,191.55,1.90,4.10,5.94,12.44,1.53,67.85,5.89,26.24
2016,29.22,305.93,241.26,20.37,160.87,2.26,1.59,2.13,4.94,0.56,56.59,3.08,26.04
2017,22.97,452.72,447.74,19.38,134.61,2.71,0.31,0.38,1.01,0.10,69.91,2.27,25.77
2018,64.45,117.93,11.38,17.08,0.43,848.83,-0.86,-1.84,-4.82,-0.47,-103.29,-101.88,25.14
