傳奇,	4994
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2009,31.30,183.61,180.60,5.00,155.21,2.35,-3.82,34.14,-4.06,-1.23,8.52,4.37,8.11
2010,41.85,208.56,207.82,6.87,331.02,1.10,32.08,54.36,22.85,6.29,74.78,51.18,14.84
2011,26.25,556.38,542.27,6.79,4199.91,0.08,35.91,51.22,34.32,14.43,205.08,42.08,40.37
2012,20.15,623.11,610.86,6.16,5300.12,0.06,22.91,29.73,32.65,6.89,145.51,22.14,26.19
2013,17.96,649.37,647.66,6.20,28182.22,0.01,18.00,22.33,24.96,4.25,94.06,16.12,20.77
2014,17.58,638.30,631.17,7.09,*****,*****,17.96,21.84,23.84,3.98,105.63,18.30,19.80
2015,17.08,643.45,639.02,7.26,*****,*****,1.41,1.71,2.39,0.27,16.83,2.86,15.44
2016,15.40,656.49,649.18,7.58,5.19,70.32,-5.54,-6.62,-11.25,-0.98,-65.99,-10.87,14.17
2017,16.09,585.17,579.65,8.64,0.60,608.33,-16.73,-19.86,-32.88,-2.56,-64.81,-12.15,11.58
2018,29.27,324.87,320.85,5.70,NA,NA,-19.51,-25.16,-27.47,-2.60,-65.20,-26.50,9.04
