互動,	6486
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2014,51.24,158.30,107.09,3.87,3.43,106.41,11.87,23.52,9.34,4.82,9.65,-6.69,21.08
2015,54.66,155.78,90.71,4.10,2.16,168.98,8.12,17.25,7.00,3.59,43.13,25.75,20.58
2016,47.90,177.41,102.44,4.56,1.90,192.10,8.23,16.86,8.41,3.70,15.00,0.83,22.47
2017,44.46,192.98,133.46,6.04,2.03,179.80,8.61,16.01,9.28,3.61,41.49,14.50,22.62
