大甲,	2221
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,40.03,195.08,76.82,8.72,1.54,237.01,10.24,15.81,12.87,2.55,30.14,6.62,16.86
2007,32.59,268.65,75.00,10.49,1.49,244.96,10.01,15.13,12.77,2.71,44.01,3.21,18.63
2008,46.47,129.25,40.97,6.57,1.16,314.65,0.52,0.41,0.48,0.07,-9.84,-11.61,17.19
2009,53.01,123.94,28.20,3.78,0.96,380.20,-17.79,-36.19,-60.83,-5.27,7.76,3.72,11.92
2010,54.60,115.48,43.19,6.92,1.45,251.72,2.88,4.98,3.92,0.60,12.48,8.14,12.17
2011,46.95,267.60,97.32,6.43,1.45,251.72,8.32,15.52,11.51,2.02,25.66,6.13,13.82
2012,47.69,222.96,58.87,7.30,1.15,317.39,3.26,5.19,4.56,0.70,35.90,4.07,13.19
2013,49.40,350.15,85.71,6.97,0.97,376.28,1.16,0.87,0.80,0.11,-2.11,-1.67,12.92
2014,48.57,294.22,99.29,7.13,1.23,296.74,3.18,5.26,4.12,0.70,38.45,6.92,13.27
2015,46.64,272.44,111.07,5.56,1.44,253.47,6.65,11.87,8.37,1.68,42.14,9.21,14.67
2016,47.14,236.94,117.63,4.01,1.56,233.97,7.48,13.47,9.70,2.10,12.36,-1.10,15.62
2017,42.29,223.87,111.15,3.64,1.64,222.56,7.44,12.95,9.66,2.14,49.43,10.69,16.43
