中探針,	6217
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,38.52,258.08,157.43,2.70,1.71,213.45,11.00,19.19,11.54,2.89,14.60,5.26,13.45
2001,30.94,364.11,238.76,2.43,1.80,202.77,10.05,14.77,14.08,1.85,70.48,12.22,13.56
2002,32.29,296.77,222.28,2.95,3.01,121.26,14.75,21.37,15.01,3.21,56.48,11.66,15.98
2003,25.67,373.23,269.75,2.52,3.11,117.36,10.88,15.32,12.91,2.29,88.35,11.76,15.51
2004,29.00,303.88,186.88,2.37,2.13,171.36,-4.96,-6.87,-8.38,-0.86,1.95,-5.44,11.56
2005,26.43,322.72,242.77,3.16,1.88,194.14,-10.04,-14.36,-21.08,-1.65,39.87,8.33,9.31
2006,17.87,606.15,457.90,3.88,2.27,160.79,2.68,3.36,5.26,0.32,-45.48,-3.89,9.68
2007,21.34,364.98,285.73,2.92,2.97,122.89,-4.95,-6.16,-10.96,-0.58,-25.29,-3.73,9.24
2008,31.57,235.16,198.78,2.39,4.78,76.35,-3.12,-4.28,-5.03,-0.40,1.81,0.47,9.05
2009,38.34,325.62,300.85,2.27,9.59,38.06,5.71,8.70,7.04,0.82,-5.66,-1.21,9.80
2010,31.40,236.17,214.03,2.88,14.35,25.43,12.92,19.37,12.03,2.12,37.40,11.73,12.56
2011,43.87,218.20,199.37,2.52,13.68,26.68,6.49,10.13,6.90,1.24,13.31,3.49,14.46
2012,45.50,172.16,154.87,2.39,6.31,57.84,5.49,9.02,7.15,1.34,25.49,8.15,15.70
2013,46.07,172.49,146.79,2.68,2.84,128.52,6.79,12.22,9.14,2.01,27.77,14.91,17.44
2014,40.24,212.18,185.23,3.14,3.91,93.35,10.31,17.30,11.59,3.30,55.05,24.68,20.79
2015,27.98,334.87,284.83,3.09,4.54,80.39,11.70,17.48,12.40,3.90,48.39,7.80,24.40
2016,28.57,327.46,272.28,2.74,4.25,85.88,7.91,11.03,8.46,2.58,9.55,-5.12,22.78
2017,27.12,360.53,313.50,2.60,4.14,88.16,6.91,9.53,7.44,2.28,72.62,12.40,23.47
