鴻碩,	3092
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2004,42.83,206.43,132.06,2.57,4.81,75.88,-9.83,-15.39,-15.33,-1.55,0.00,0.00,9.17
2005,41.64,210.67,185.65,2.62,5.17,70.59,6.65,10.39,10.48,1.00,0.00,0.00,10.17
2006,37.14,213.54,184.21,3.44,8.38,43.55,18.63,29.66,20.40,3.55,59.09,20.92,13.76
2007,16.13,615.27,567.92,3.51,16.21,22.51,14.60,18.52,13.10,3.26,-19.44,-1.97,19.79
2008,19.35,301.89,253.78,2.64,12.98,28.12,4.80,5.61,5.60,1.03,8.94,-0.97,18.91
2009,11.23,632.50,534.01,2.85,10.48,34.82,7.26,8.55,9.81,1.57,235.78,11.98,18.77
2010,33.10,264.87,187.54,4.02,7.94,45.96,7.01,9.12,10.32,1.62,-35.02,-7.29,18.50
2011,20.30,816.59,618.67,5.32,8.97,40.69,3.51,4.44,5.33,0.80,666.93,12.09,18.57
2012,25.13,255.46,207.32,2.92,9.52,38.34,-1.14,-1.73,-4.28,-0.31,-34.31,-5.33,17.48
2013,31.61,159.78,139.88,2.70,20.44,17.85,-1.57,-2.52,-3.81,-0.44,-18.35,-3.72,17.29
2014,34.24,171.49,154.33,3.20,30.27,12.05,4.25,5.87,5.16,1.05,-62.66,-16.52,18.67
2015,52.37,156.52,110.44,2.45,3.79,96.30,3.50,6.54,3.49,1.24,26.21,12.33,19.22
2016,49.42,168.85,120.65,2.74,3.98,91.70,11.07,21.88,10.36,4.53,27.09,12.37,22.22
2017,46.93,173.64,134.50,2.48,3.69,98.91,11.73,22.18,12.81,4.80,27.03,9.03,23.06
