皇龍,	3512
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2005,32.08,287.50,250.02,2.30,8.19,44.56,12.27,20.47,11.78,4.19,134.58,39.26,22.55
2006,14.96,314.40,265.43,2.53,9.95,36.68,13.74,17.66,21.38,3.10,53.14,8.55,19.21
2007,9.16,573.59,520.22,2.24,8.52,42.84,9.12,10.27,23.28,2.08,119.06,-1.21,21.11
2008,12.18,175.73,133.78,1.87,5.35,68.22,-8.57,-9.62,-54.69,-1.93,-76.61,-15.51,18.98
2009,17.48,108.71,66.94,5.96,3.07,118.89,-12.79,-15.12,-101.46,-2.64,-3.91,-0.74,15.97
2010,12.42,224.58,119.18,8.60,2.18,167.43,-16.72,-19.81,-73.49,-3.07,-132.06,-17.72,15.28
2011,17.87,166.99,146.34,10.66,2.66,137.21,-17.15,-20.44,-73.23,-2.89,34.18,5.80,12.83
2012,16.18,140.45,122.85,6.82,2.27,160.79,1.89,1.98,15.87,0.25,-38.56,-5.79,12.77
2013,50.83,121.54,103.69,2.09,3.47,105.18,-11.05,-22.09,-20.44,-2.60,5.27,2.21,10.61
2014,48.51,131.23,110.21,2.43,3.89,93.83,0.36,-1.58,-1.19,-0.17,-6.21,-3.42,10.77
2015,42.53,191.44,115.74,2.22,2.03,179.80,3.38,4.44,3.72,0.55,-67.96,-34.86,13.82
2016,41.54,195.74,97.70,1.56,1.03,354.36,-5.41,-10.32,-14.50,-1.33,6.59,3.08,11.97
2017,69.11,127.35,73.82,2.88,1.90,192.10,-0.88,-4.15,-2.05,-0.48,-6.28,-9.40,11.39
