中環,	2323
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,31.57,146.96,123.29,3.47,13.27,27.50,9.80,13.69,29.88,2.49,46.36,7.75,21.94
2001,38.76,138.15,107.28,3.90,11.75,31.06,6.77,8.50,17.87,1.55,50.91,7.79,18.52
2002,44.68,137.25,113.87,3.07,11.42,31.96,1.36,-0.47,-0.95,-0.08,20.31,2.24,14.76
2003,36.00,211.41,184.93,3.48,13.84,26.37,9.57,14.15,24.58,2.54,102.84,12.67,17.55
2004,41.28,128.91,104.89,3.74,12.41,29.41,-0.40,-1.44,-2.81,-0.25,54.76,6.07,17.62
2005,40.56,104.82,73.38,4.47,9.32,39.16,0.02,-0.73,-1.35,-0.13,50.42,8.83,17.50
2006,34.67,116.57,91.68,5.16,9.49,38.46,0.88,0.57,1.07,0.10,88.41,10.95,18.42
2007,33.57,125.74,94.91,6.38,8.51,42.89,-1.87,-3.76,-8.31,-0.69,65.94,8.25,18.05
2008,33.77,102.06,73.29,7.27,6.04,60.43,-7.91,-12.96,-33.35,-2.19,27.38,4.16,16.17
2009,29.59,94.78,72.41,7.07,6.33,57.66,-4.24,-6.96,-15.33,-1.08,52.53,7.47,15.07
2010,30.83,80.89,64.60,6.17,8.09,45.11,-10.10,-15.05,-33.79,-1.97,30.99,4.74,12.86
2011,28.18,97.88,81.52,6.56,9.61,37.98,-3.06,-4.92,-9.35,-0.61,26.16,3.67,12.20
2012,24.93,129.02,109.36,5.19,8.48,43.04,-1.10,-1.93,-4.21,-0.23,39.92,5.02,12.01
2013,28.39,163.77,118.14,4.93,4.04,90.34,-7.60,-11.57,-23.32,-1.31,18.08,1.85,10.73
2014,29.07,176.87,138.15,5.11,4.44,82.20,-3.80,-5.98,-10.72,-0.67,35.59,3.49,10.49
2015,28.10,210.05,159.02,4.26,3.93,92.87,-7.37,-10.97,-22.34,-1.31,24.57,2.11,11.76
2016,27.63,202.50,158.40,4.65,3.53,103.39,-6.58,-9.72,-20.10,-1.17,18.13,1.64,11.00
2017,24.50,289.14,239.19,4.52,3.61,101.10,-3.78,-5.53,-12.31,-0.61,8.52,0.56,10.46
