國精化,	4722
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,44.70,172.99,143.30,3.34,9.00,40.55,7.74,11.83,4.66,1.82,17.72,9.36,15.94
2001,43.37,184.76,155.61,3.66,9.07,40.24,8.58,14.56,6.35,2.22,30.73,13.25,15.94
2002,46.29,149.18,122.82,4.36,10.74,33.98,7.32,12.41,5.14,1.94,0.00,-5.13,16.12
2003,50.62,114.81,86.94,4.13,9.49,38.46,5.71,10.18,4.13,1.58,NA,-5.32,15.74
2004,54.91,143.15,107.72,4.43,8.72,41.85,6.12,12.08,4.17,1.85,NA,-6.16,15.57
2005,48.15,167.36,118.48,4.29,7.86,46.43,4.32,7.88,2.92,1.13,27.35,9.27,14.94
2006,53.69,121.55,90.33,4.38,8.26,44.18,2.96,4.82,1.79,0.72,16.05,7.09,14.83
2007,48.90,124.93,89.59,4.50,8.99,40.60,2.37,3.40,1.16,0.50,*****,*****,14.81
2008,41.20,151.88,108.76,4.38,8.14,44.84,1.93,2.71,1.13,0.40,42.12,13.59,15.01
2009,38.60,142.45,95.15,4.16,6.75,54.07,3.04,4.82,2.57,0.74,29.52,10.00,15.40
2010,41.36,149.69,100.22,4.92,7.20,50.69,5.10,7.90,3.45,1.25,-13.61,-6.89,15.68
2011,48.71,122.16,79.39,4.97,7.13,51.19,5.16,9.09,3.39,1.46,10.45,3.02,16.52
2012,52.00,117.58,75.62,5.05,7.35,49.65,7.55,14.49,4.52,2.50,-7.49,-9.28,17.92
2013,47.21,142.60,87.79,4.68,6.22,58.68,4.84,9.16,2.88,1.62,-2.08,-7.48,19.32
2014,46.70,151.12,102.40,4.36,6.34,57.57,5.74,10.20,3.58,2.02,8.62,0.64,20.42
2015,37.11,197.66,133.99,3.87,5.82,62.71,10.89,18.24,7.72,3.93,59.83,17.81,22.77
2016,33.12,203.05,129.70,4.09,5.63,64.83,10.51,15.96,7.38,3.67,33.36,3.28,24.13
2017,35.80,192.39,119.15,4.03,5.23,69.78,8.50,12.72,5.96,3.09,11.14,-3.60,24.58
2018,30.31,238.80,146.97,3.98,4.83,75.56,7.28,10.60,5.35,2.53,36.49,6.55,24.51
