新天地,	8940
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,55.78,99.46,89.36,69.47,36.02,10.13,7.90,14.63,7.14,2.39,91.35,16.28,n/a
2001,53.46,32.26,14.49,53.91,25.37,14.38,7.91,13.69,8.95,2.21,65.45,4.22,16.49
2002,45.25,50.79,28.36,64.54,23.04,15.84,8.58,14.53,9.62,2.21,134.35,12.99,16.05
2003,45.83,72.64,43.57,52.54,14.38,25.38,7.30,11.54,8.37,1.77,85.40,9.11,15.54
2004,42.58,95.74,65.32,44.21,10.50,34.76,6.69,10.59,8.33,1.60,60.99,5.91,15.40
2005,38.63,77.14,53.98,53.94,11.33,32.21,8.74,13.82,10.15,2.10,70.24,12.70,15.77
2006,37.61,69.97,46.39,34.58,10.05,36.31,5.76,8.67,7.63,1.29,56.52,4.26,14.83
2007,31.78,59.86,32.43,28.12,10.56,34.56,7.52,10.96,9.00,1.59,63.06,6.49,14.73
2008,21.95,122.85,102.71,30.18,10.91,33.45,7.58,9.96,9.38,1.40,88.72,13.66,15.36
2009,20.27,74.62,51.09,28.93,9.64,37.86,0.82,0.85,1.09,0.12,35.32,0.76,13.82
2010,22.48,112.37,74.47,26.10,7.89,46.26,5.64,7.08,7.33,0.97,82.01,9.65,14.10
2011,22.25,144.54,109.06,24.63,7.13,51.19,11.06,14.12,11.91,2.05,123.55,14.28,15.19
2012,22.33,143.56,101.60,20.34,6.40,57.03,7.50,9.56,9.53,1.43,85.15,1.11,14.62
2013,47.44,80.34,62.47,23.09,7.92,46.08,-2.41,-4.42,-3.31,-0.54,8.99,-0.56,12.80
2014,54.39,57.50,41.74,31.01,9.62,37.94,-5.15,-11.30,-6.26,-1.09,8.20,3.26,11.83
2015,49.42,60.70,43.15,30.00,9.91,36.83,-0.19,-1.35,-0.67,0.10,46.00,12.02,11.84
2016,52.96,114.90,88.31,21.94,9.89,36.90,2.25,3.73,2.02,0.47,60.04,7.41,12.02
2017,53.49,140.65,122.60,20.77,9.45,38.62,-0.76,-2.39,-1.53,-0.37,27.44,4.72,11.58
