高技,	5439
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,52.64,115.51,88.92,3.18,9.49,38.46,6.75,10.97,5.53,1.40,32.07,14.76,13.29
2001,46.36,150.14,110.55,3.16,8.78,41.57,1.44,0.19,0.13,0.02,48.86,11.85,11.51
2002,39.78,157.33,120.61,3.51,9.72,37.55,5.77,8.48,6.93,0.99,36.35,7.57,12.16
2003,39.00,153.00,120.00,3.18,8.00,45.62,7.00,10.00,8.00,1.29,69.00,15.00,12.79
2004,42.00,139.00,105.00,3.35,7.75,47.09,4.00,5.00,4.00,0.65,27.00,6.00,12.12
2005,39.00,163.00,130.00,3.17,7.56,48.28,11.00,19.00,12.00,2.43,51.00,12.00,14.03
2006,39.78,158.70,129.13,3.66,10.84,33.67,13.90,25.15,13.24,3.39,60.72,17.85,14.88
2007,46.00,138.00,119.00,3.10,11.41,31.98,10.25,17.82,9.22,2.53,35.89,8.23,14.34
2008,40.00,171.00,143.00,2.85,11.15,32.73,4.14,6.71,3.84,0.91,55.21,7.40,13.09
2009,37.00,176.00,152.00,2.55,8.85,41.24,6.92,10.98,8.37,1.46,52.10,11.74,13.71
2010,37.00,183.00,158.00,3.48,10.97,33.27,16.50,26.13,14.40,3.93,62.66,14.93,16.34
2011,34.00,198.00,171.00,2.98,11.31,32.27,12.39,19.18,11.92,3.16,50.61,3.20,16.60
2012,29.00,225.00,189.00,2.82,8.67,42.09,7.14,10.41,7.66,1.65,68.13,6.05,15.57
2013,29.88,209.91,170.02,3.24,7.63,47.83,5.91,8.38,6.30,1.29,44.96,3.84,15.27
2014,31.88,196.90,152.45,3.36,7.15,51.04,9.11,13.12,8.65,2.04,20.83,-0.15,15.76
2015,33.06,208.87,159.94,3.07,6.19,58.96,7.00,10.30,6.83,1.62,52.79,7.11,15.67
2016,33.84,211.01,162.58,3.13,5.88,62.07,10.56,15.81,10.04,2.55,43.55,6.01,16.59
2017,30.01,218.17,164.86,3.19,5.44,67.09,9.33,13.62,9.35,2.32,35.37,1.68,18.05
2018,27.76,236.84,188.14,3.30,5.59,65.29,12.93,18.13,12.76,3.41,62.00,7.20,19.51
