艾恩特,	3646
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2009,6.84,1073.30,1005.44,4.20,24.04,15.18,7.61,8.61,5.77,1.30,326.92,20.04,15.50
2010,11.09,600.56,588.68,4.66,62.68,5.82,9.46,10.38,5.25,1.62,29.21,-2.62,15.77
2011,19.14,303.25,301.91,3.80,233.90,1.56,15.67,18.49,9.22,3.02,42.38,4.41,17.71
2012,18.90,322.03,321.50,3.02,415.92,0.87,-2.56,-3.30,-1.90,-0.53,-57.12,-25.35,15.54
2013,34.37,235.01,184.33,2.86,4.08,89.46,2.27,3.33,2.05,0.52,70.40,23.37,15.51
2014,28.01,298.31,235.82,3.16,2.94,124.14,-3.17,-4.76,-4.19,-0.70,64.49,16.00,13.78
2015,25.26,340.56,250.35,5.26,2.92,125.00,0.78,0.92,0.81,0.12,35.38,2.50,12.84
2016,23.90,357.61,289.61,5.86,2.85,128.07,6.70,8.82,8.00,1.12,87.48,12.71,12.47
2017,23.24,369.59,287.35,5.30,3.26,111.96,4.80,6.24,5.99,0.76,29.11,0.26,12.09
2018,25.32,332.71,256.99,4.51,4.06,89.90,7.70,10.13,9.07,1.23,36.30,2.74,12.18
