達方,	8163
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,54.98,114.87,95.28,3.94,13.74,26.56,18.69,40.60,10.58,6.85,32.00,24.50,20.09
2007,25.32,262.03,228.77,3.72,14.42,25.31,16.78,25.46,10.93,7.27,13.45,1.03,35.82
2008,28.90,186.17,168.16,3.92,14.78,24.69,6.60,7.90,5.29,2.50,69.03,13.21,30.76
2009,28.87,167.44,149.65,4.17,18.23,20.02,6.86,9.24,7.50,2.74,47.51,7.65,30.10
2010,35.65,124.87,108.75,4.75,19.34,18.87,4.70,6.57,4.68,1.81,30.76,6.97,27.66
2011,38.34,125.89,109.62,4.46,16.70,21.85,0.87,1.83,1.30,0.51,22.73,4.06,27.63
2012,36.58,125.21,105.94,4.28,16.67,21.89,1.84,2.57,1.72,0.70,NA,NA,27.27
2013,52.49,126.45,86.42,4.35,5.76,63.36,0.44,0.04,0.02,0.01,11.93,4.98,27.11
2014,50.56,144.75,103.68,4.43,5.82,62.71,0.75,0.89,0.36,0.24,11.11,5.12,28.11
2015,46.70,161.73,114.26,4.05,6.00,60.83,3.72,6.88,3.19,2.00,27.49,10.60,30.83
2016,50.84,154.20,119.58,3.66,6.73,54.23,2.92,5.38,2.53,1.58,27.83,9.07,29.61
2017,47.76,150.24,119.77,3.16,7.05,51.77,3.80,7.12,3.30,2.07,10.94,2.05,28.53
