星雲,	8047
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,27.20,252.97,154.12,10.73,3.38,107.98,14.48,19.39,9.05,2.03,103.20,34.02,11.54
2002,25.69,263.90,124.31,8.35,3.93,92.87,13.84,18.68,8.65,2.11,*****,*****,12.35
2003,26.44,256.54,168.79,7.34,4.05,90.12,20.38,27.37,12.28,3.34,67.16,20.90,13.81
2004,27.21,219.16,88.99,6.60,3.69,98.91,8.21,11.13,5.66,1.29,0.00,0.00,12.18
2005,29.25,184.38,92.48,7.69,3.29,110.94,2.47,3.18,1.76,0.35,51.95,17.95,11.16
2006,32.39,170.47,60.57,8.13,3.19,114.42,1.16,1.08,0.60,0.12,0.00,0.00,11.04
2007,24.19,200.32,91.11,9.19,3.16,115.50,9.39,12.63,7.30,1.46,107.06,32.45,12.27
2008,20.26,234.29,80.09,11.35,3.43,106.41,6.07,7.70,4.87,0.90,0.00,0.00,12.17
2009,23.46,199.95,91.02,8.46,3.05,119.67,-7.12,-9.21,-7.94,-1.01,52.38,15.22,10.50
2010,22.09,211.96,82.59,11.96,4.13,88.37,3.44,4.36,2.85,0.46,4.87,1.30,10.46
2011,23.95,170.55,80.32,10.95,3.81,95.80,1.33,1.63,1.21,0.17,46.08,14.11,10.91
2012,27.88,171.94,102.52,9.84,4.39,83.14,3.52,4.68,3.38,0.51,22.18,6.86,11.01
2013,21.77,352.18,226.31,13.68,2.60,140.38,1.30,1.63,1.08,0.66,35.86,8.80,11.15
2014,23.58,335.16,200.23,15.32,2.84,128.52,2.47,3.16,2.04,0.77,52.89,10.16,12.53
2015,19.26,418.84,257.02,13.66,2.72,134.19,4.03,5.09,3.29,0.65,23.21,2.02,13.17
2016,21.12,397.11,246.72,13.50,2.42,150.82,3.13,3.89,2.85,0.51,45.32,6.87,13.06
2017,20.95,415.55,253.33,16.83,2.31,158.00,4.76,6.02,4.41,0.78,31.91,3.99,12.76
