大展證,	6020
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,38.33,217.82,217.52,NA,NA,NA,4.99,8.54,27.59,1.15,111.21,60.10,14.02
2001,50.79,168.21,168.16,NA,NA,NA,2.14,3.92,18.33,0.54,17.50,10.42,13.77
2002,55.51,158.00,158.00,NA,NA,NA,1.98,4.24,24.29,0.59,2.60,0.37,13.97
2003,60.90,146.81,146.75,NA,NA,NA,1.67,4.02,21.39,0.55,-24.00,-32.18,13.97
2004,46.99,184.02,183.84,NA,NA,NA,4.47,9.98,43.49,1.45,14.70,11.93,14.89
2005,46.80,188.27,188.08,NA,NA,NA,3.04,5.81,29.56,0.83,12.93,9.76,14.50
2006,62.88,147.03,147.01,NA,NA,NA,2.73,6.27,29.16,0.92,NA,NA,0
2007,43.93,208.14,208.06,NA,NA,NA,5.10,11.30,36.04,1.74,16.90,7.82,0
2008,44.27,205.34,205.30,NA,NA,NA,-4.57,-8.17,-68.91,-1.20,66.57,36.97,0
2009,34.55,267.54,267.50,NA,NA,NA,3.34,5.54,36.75,0.77,NA,NA,0
2010,29.30,293.72,293.68,NA,NA,NA,4.39,6.58,42.02,0.95,NA,NA,0
2011,27.70,305.32,305.28,NA,NA,NA,-4.00,-5.72,-73.17,-0.82,74.95,25.78,0
2012,20.21,410.43,410.29,NA,NA,NA,2.27,2.99,37.47,0.42,NA,NA,0
2013,20.84,420.61,420.47,NA,NA,NA,7.08,9.01,70.29,1.35,NA,NA,15.59
2014,20.81,419.60,419.48,NA,NA,NA,3.02,3.81,48.31,0.56,61.55,14.33,14.86
2015,18.62,462.52,462.44,NA,NA,NA,-0.06,-0.07,-2.29,-0.01,NA,NA,14.45
2016,16.23,525.91,525.79,NA,NA,NA,0.48,0.58,17.56,0.08,NA,NA,14.54
2017,17.85,483.80,483.68,NA,NA,NA,5.26,6.34,63.66,0.95,NA,NA,15.41
2018,18.62,455.45,455.35,NA,NA,NA,0.04,0.05,1.84,0.01,NA,NA,15.25
