遠東新,	1402
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,52.80,106.80,76.30,8.90,5.90,61.86,1.60,0.50,0.70,0.07,4.00,0.00,16.49
2001,49.30,103.10,51.20,9.10,6.00,60.83,2.10,1.40,2.30,0.23,37.90,2.50,15.74
2002,48.80,117.80,55.30,10.20,6.10,59.83,3.40,4.50,7.20,0.70,18.50,0.80,15.51
2003,41.30,123.10,69.40,9.60,5.80,62.93,4.80,7.30,12.10,1.17,14.80,0.60,17.11
2004,36.40,132.10,52.40,11.10,5.80,62.93,9.30,14.10,24.20,2.43,32.00,0.70,18.44
2005,37.60,121.90,75.10,8.80,5.70,64.03,7.90,11.50,21.90,2.04,37.20,0.70,18.48
2006,35.60,124.70,74.40,6.90,6.40,57.03,7.40,10.50,21.00,1.92,70.50,2.90,18.91
2007,36.80,169.50,116.60,7.10,7.20,50.69,9.00,13.10,23.10,2.54,63.50,1.60,20.52
2008,40.06,139.91,96.76,6.86,7.42,49.19,4.07,5.24,9.13,1.01,84.28,2.10,18.50
2009,36.87,118.04,85.84,6.05,7.65,47.71,6.04,9.13,19.28,1.74,49.45,2.41,19.85
2010,38.96,135.92,100.89,7.59,9.48,38.50,8.73,13.45,23.90,2.70,49.65,1.24,20.73
2011,38.40,129.40,82.10,6.90,8.50,42.94,6.90,10.60,18.00,2.26,32.90,2.70,22.78
2012,40.64,121.00,83.35,6.46,7.98,45.73,5.18,7.85,14.36,1.73,54.19,0.58,21.88
2013,54.53,113.85,79.51,8.47,8.40,43.45,4.32,12.82,5.98,1.50,31.21,6.24,21.93
2014,46.98,111.35,78.76,8.49,8.12,44.95,3.94,8.75,7.30,2.25,30.73,5.56,38.02
2015,49.80,119.83,90.50,8.53,7.19,50.76,3.38,9.32,8.49,1.61,35.89,8.51,36.86
2016,50.88,100.33,76.54,8.96,7.06,51.69,2.94,6.55,5.88,1.26,32.26,10.35,35.67
2017,50.55,98.44,68.92,8.62,6.91,52.82,3.26,4.19,6.52,1.61,29.31,8.25,36.31
2018,52.66,100.24,69.86,8.31,6.08,60.03,3.90,6.05,8.04,2.41,14.59,1.97,38.03
