振曜,	6143
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,45.95,191.16,132.89,6.24,7.81,46.73,11.26,19.83,5.48,2.35,NA,NA,12.80
2001,58.00,138.00,100.00,4.79,6.34,57.57,8.00,16.00,5.00,1.81,12.00,10.00,12.43
2002,54.00,155.00,109.00,4.95,8.71,41.90,1.00,1.00,0.00,0.10,NA,NA,10.73
2003,55.00,137.00,87.00,4.98,7.31,49.93,-2.00,-5.00,-2.00,-0.51,20.00,12.00,10.13
2004,51.00,142.00,98.00,5.26,6.53,55.89,6.00,12.00,4.00,1.27,20.00,11.00,11.29
2005,55.00,120.00,86.00,4.10,6.53,55.89,8.00,16.00,6.00,1.81,NA,NA,12.47
2006,55.00,118.00,74.00,4.33,5.88,62.07,11.00,23.00,8.00,2.96,12.00,7.00,13.64
2007,58.00,124.00,77.00,5.03,5.76,63.36,12.00,28.00,8.00,3.78,11.00,5.00,15.37
2008,50.00,157.00,107.00,3.98,5.02,72.70,6.73,14.00,5.00,1.80,5.68,NA,15.38
2009,52.00,161.00,112.00,4.00,5.00,73.00,12.00,25.00,9.00,4.00,55.00,41.00,18.74
2010,49.00,165.00,135.00,7.32,8.00,45.62,12.00,24.00,7.00,5.03,60.00,44.00,22.51
2011,41.00,183.00,142.00,5.00,8.00,45.62,6.00,11.00,5.00,2.32,NA,NA,21.86
2012,60.00,142.00,122.00,5.00,9.00,40.55,10.00,22.00,7.00,5.12,22.00,24.00,24.88
2013,70.92,134.03,118.97,4.38,7.92,46.08,10.56,30.64,9.38,8.08,NA,NA,27.95
2014,76.32,125.95,117.24,2.67,6.12,59.64,5.70,19.48,8.50,5.25,12.74,8.97,25.20
2015,77.54,124.15,116.77,3.03,7.18,50.83,5.63,21.78,9.83,6.04,6.45,4.55,26.12
2016,77.25,123.55,110.44,4.75,5.82,62.71,3.65,13.65,5.75,4.04,9.47,21.65,27.92
2017,80.20,117.15,105.57,7.16,5.87,62.18,-0.49,-4.50,-1.50,-1.12,NA,-10.08,23.75
2018,70.01,129.56,110.17,5.15,5.40,67.59,4.06,15.12,5.57,4.51,1.08,2.29,26.78
