臺鹽,	1737
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2003,36.22,157.19,142.57,11.02,2.81,129.89,1.10,2.62,6.46,0.90,84.95,2.27,29.31
2004,20.24,264.58,225.97,11.25,2.61,139.84,9.83,13.58,27.58,3.90,153.02,66.63,29.67
2005,11.83,405.72,326.46,10.24,2.28,160.08,0.22,0.21,0.53,0.06,70.21,0.00,24.81
2006,6.66,752.81,577.93,10.62,2.31,158.00,4.50,4.94,12.71,1.23,115.00,63.25,25.03
2007,5.26,1059.02,879.67,10.26,2.39,152.71,0.65,0.69,2.01,0.17,116.25,0.00,23.85
2008,4.60,1172.80,1024.58,10.94,2.75,132.72,-1.94,-2.05,-6.45,-0.48,188.11,3.30,22.86
2009,4.77,1198.78,1096.14,12.52,3.61,101.10,3.09,3.25,10.59,0.75,147.36,4.18,23.62
2010,5.31,1019.27,925.65,13.51,4.20,86.90,2.62,2.76,8.43,0.65,106.88,1.59,23.67
2011,5.12,1068.33,939.72,14.58,4.39,83.14,2.79,2.94,8.45,0.70,96.00,1.02,23.77
2012,4.98,1068.25,932.46,15.02,4.59,79.52,1.13,1.19,3.41,0.28,62.98,0.00,23.47
2013,7.08,659.77,555.05,13.73,5.14,71.01,1.93,2.06,5.23,0.46,67.67,1.65,28.67
2014,13.55,603.06,505.93,12.76,5.09,71.70,3.32,3.71,8.26,1.07,104.68,3.21,29.12
2015,14.45,574.61,489.28,13.29,4.98,73.29,3.95,4.60,9.73,1.34,95.11,2.58,29.31
2016,15.12,603.41,533.22,13.54,4.90,74.48,5.06,5.94,12.77,1.76,126.10,4.51,29.93
2017,16.95,474.43,410.86,14.78,4.93,74.03,4.94,5.89,12.82,1.77,106.26,3.93,30.09
