宏觀,	6568
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2015,33.48,307.78,273.58,6.45,4.89,74.64,21.10,30.69,19.70,7.25,81.47,18.05,25.48
2016,20.28,527.79,439.61,9.30,4.29,85.08,21.65,28.94,21.15,10.56,90.67,11.57,43.28
2017,17.61,554.01,463.97,12.55,3.72,98.11,17.20,21.16,21.46,9.65,112.80,10.02,47.95
