廣積,	8050
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,16.49,573.36,413.98,9.23,3.42,106.72,16.86,21.45,13.54,2.73,NA,NA,n/a
2002,18.10,530.47,369.95,11.32,2.74,133.21,16.90,20.47,14.01,2.87,NA,NA,15.66
2003,23.19,412.61,289.46,13.86,3.29,110.94,30.72,38.96,20.62,6.19,28.73,3.96,18.54
2004,34.31,646.79,474.42,10.97,3.30,110.60,25.08,35.93,19.21,6.14,45.42,5.41,19.78
2005,21.58,384.08,268.37,9.34,3.64,100.27,20.54,28.25,16.02,4.88,126.71,26.15,20.21
2006,15.84,440.03,306.87,9.01,3.56,102.52,23.86,29.27,19.89,5.57,139.91,16.36,20.98
2007,16.63,369.52,248.66,8.01,3.77,96.81,28.43,33.96,23.35,7.37,114.73,12.54,24.74
2008,27.39,278.27,186.38,6.65,3.74,97.59,16.80,21.29,16.08,4.57,110.53,9.04,21.04
2009,24.78,317.83,216.22,5.17,2.87,127.17,9.91,13.29,13.23,2.76,84.38,8.76,21.52
2010,22.83,335.49,219.23,6.10,4.06,89.90,12.44,16.00,12.09,3.21,40.17,-1.49,22.86
2011,33.06,282.30,142.30,6.00,3.92,93.11,13.54,18.84,12.84,3.76,53.87,-0.37,23.07
2012,27.60,225.34,141.73,5.35,3.45,105.79,11.42,15.91,12.78,3.83,61.89,9.41,24.69
2013,25.67,292.88,182.95,6.67,3.09,118.12,8.84,12.10,9.35,2.89,64.09,15.45,24.32
2014,35.40,181.18,113.12,8.61,3.38,107.98,12.53,18.03,11.12,4.07,16.63,8.14,22.80
2015,27.42,265.97,171.49,8.44,3.39,107.66,13.25,19.06,11.71,4.45,58.73,16.66,24.12
2016,26.70,250.81,175.47,7.73,3.47,105.18,15.17,20.64,13.68,5.31,57.65,19.15,25.88
2017,28.58,222.95,140.66,6.30,3.11,117.36,8.04,10.93,8.44,2.56,6.16,2.23,24.61
