晶彩科,	3535
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,35.54,375.89,295.30,4.11,4.75,76.84,21.82,35.77,18.58,5.18,-30.31,-7.15,17.90
2007,43.04,212.80,163.98,1.65,2.83,128.97,10.73,16.99,15.31,3.02,-21.76,-10.62,19.29
2008,47.02,208.63,154.27,1.76,2.48,147.17,16.79,29.78,22.99,5.35,-12.80,-7.57,21.25
2009,31.87,347.56,223.77,0.39,0.34,1073.52,-1.82,-3.71,-16.75,-0.59,55.99,12.18,15.67
2010,30.40,352.62,267.73,1.75,1.75,208.57,10.61,14.78,18.86,2.51,85.83,19.91,18.35
2011,31.59,334.03,227.95,0.84,1.20,304.16,-3.04,-5.05,-13.55,-0.86,9.40,-5.63,15.84
2012,36.66,163.89,116.54,0.72,1.06,344.33,-11.15,-17.74,-62.52,-2.58,20.31,9.82,13.26
2013,39.30,250.52,152.38,1.33,1.12,325.89,-6.81,-11.84,-27.64,-1.48,30.46,7.98,11.73
2014,50.56,235.88,170.08,1.84,1.75,208.57,-1.88,-4.04,-4.92,-0.46,-27.01,-8.96,11.22
2015,55.23,208.35,152.05,1.62,2.09,174.64,3.19,5.82,5.16,0.67,-19.67,-8.89,11.88
2016,50.61,175.40,136.54,2.10,3.22,113.35,0.88,0.88,0.58,0.10,36.07,46.97,11.93
2017,60.68,157.23,106.42,1.46,2.03,179.80,-6.06,-14.69,-12.41,-1.63,-17.03,-15.32,10.32
2018,68.27,151.01,102.07,1.88,1.86,196.23,3.85,9.82,5.48,1.07,17.85,19.18,11.38
