聰泰,	5474
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,60.76,152.41,97.19,7.38,7.74,47.15,4.42,5.22,1.03,0.55,-45.09,-45.92,10.79
2002,43.26,172.16,114.87,6.79,6.92,52.74,4.65,7.59,2.43,0.58,-8.00,-5.17,7.92
2004,32.21,244.90,170.75,11.80,10.25,35.60,7.68,11.36,2.86,1.11,51.28,20.16,10.33
2005,39.12,239.15,193.97,9.11,4.79,76.20,0.17,0.12,0.07,0.01,58.64,33.55,10.34
2006,38.46,253.69,229.25,16.65,12.87,28.36,24.71,40.28,12.24,5.21,89.35,51.21,15.55
2007,23.42,428.87,404.62,8.63,9.48,38.50,14.68,21.27,15.47,3.00,27.12,7.41,15.37
2008,32.15,307.83,266.11,6.74,16.86,21.64,12.63,17.28,6.58,2.65,-64.68,-43.41,15.33
2009,17.55,600.12,570.56,2.66,6.39,57.12,0.77,1.04,1.04,0.15,251.11,56.20,13.98
2010,15.07,732.62,690.87,12.42,8.26,44.18,-2.18,-2.61,-3.67,-0.35,-28.09,3.52,12.64
2011,17.77,611.64,572.35,14.03,7.14,51.12,-0.96,-1.15,-1.69,-0.14,15.33,2.70,12.49
2012,26.13,359.21,332.91,24.46,8.99,40.60,6.19,8.08,7.23,1.05,23.41,2.43,13.54
2013,26.72,410.16,368.63,67.87,8.01,45.56,13.51,18.58,13.55,2.68,94.03,13.05,15.26
2014,33.64,317.69,279.78,276.53,6.20,58.87,17.96,25.85,17.45,4.16,64.14,28.76,16.90
2015,29.11,381.90,331.87,174.46,5.17,70.59,23.81,34.65,20.84,6.34,83.38,28.77,19.70
2016,28.30,386.68,338.63,108.31,4.47,81.65,24.31,34.08,22.58,7.21,82.67,28.09,22.63
2017,27.65,390.30,343.24,78.75,3.34,109.28,15.10,20.97,18.38,4.91,58.21,6.09,24.22
2018,23.96,463.27,401.11,49.65,3.81,95.80,21.35,28.73,22.28,7.58,84.96,11.32,28.53
