環天科,	3499
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2004,72.22,125.02,69.33,8.53,5.01,72.85,20.65,73.29,12.00,12.14,6.62,4.72,n/a
2005,47.62,241.75,98.07,9.82,4.06,89.90,43.24,98.51,20.85,21.99,30.56,11.99,31.83
2006,27.11,281.20,183.52,4.95,3.10,117.74,16.41,25.33,12.37,5.42,53.95,10.60,24.39
2007,26.44,591.87,416.24,3.75,3.60,101.38,5.64,7.39,5.45,1.43,47.37,-1.66,19.35
2008,22.41,636.97,443.37,4.01,2.84,128.52,-0.52,-1.12,-1.24,-0.20,139.06,13.47,17.21
2009,23.96,292.02,208.34,4.99,3.64,100.27,1.32,1.36,1.39,0.24,2.73,0.78,17.42
2010,30.19,226.83,144.42,4.82,4.62,79.00,1.55,1.96,1.39,0.31,-11.58,-4.08,15.74
2011,34.99,346.97,252.54,4.63,5.50,66.36,-3.20,-5.40,-3.74,-0.84,104.25,13.29,15.70
2013,33.67,246.53,166.85,5.63,2.42,150.82,-9.13,-14.75,-22.84,-1.90,11.84,2.45,12.13
2014,27.03,254.69,159.17,7.69,2.71,134.68,-4.25,-6.48,-9.86,-0.77,14.66,2.46,11.57
2015,26.49,209.06,150.72,12.10,4.10,89.02,2.12,2.62,2.74,0.30,41.54,9.50,11.68
2016,35.56,176.32,141.72,7.77,4.08,89.46,0.32,0.11,0.13,0.01,1.86,0.66,11.33
2017,39.26,169.25,129.09,7.69,3.55,102.81,1.12,1.30,1.36,0.15,16.16,6.85,11.29
2018,45.05,157.56,117.75,9.76,2.91,125.42,2.62,4.00,3.98,0.45,5.62,1.13,11.34
