第一金,	2892
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2003,0.02,20111.35,NA,NA,NA,NA,-37.37,-37.43,-274042.10,-2.57,NA,NA,12.31
2004,6.06,13638.07,NA,NA,NA,NA,13.66,14.06,98.30,1.86,NA,NA,14.09
2005,5.23,22192.34,NA,NA,NA,NA,15.90,16.73,153.80,2.43,NA,NA,15.68
2006,5.08,1978.58,NA,NA,NA,NA,10.61,11.08,95.21,1.79,NA,NA,n/a
2007,4.90,1698.83,NA,NA,NA,NA,11.36,11.94,NA,2.06,NA,NA,n/a
2008,4.98,1835.10,NA,NA,NA,NA,6.87,7.23,NA,1.20,NA,NA,n/a
2009,5.93,307.72,NA,NA,NA,NA,2.61,2.77,NA,0.44,NA,NA,n/a
2010,11.29,150.07,NA,NA,NA,NA,6.20,6.79,NA,1.09,NA,NA,n/a
2011,6.63,251.03,NA,NA,NA,NA,5.96,6.53,NA,1.08,NA,NA,n/a
2012,6.41,172.75,NA,NA,NA,NA,7.30,7.81,NA,1.25,NA,NA,n/a
2013,93.76,NA,NA,NA,NA,NA,0.50,7.94,29.83,1.26,NA,NA,16.26
2014,93.45,NA,NA,NA,NA,NA,0.61,9.53,41.18,1.52,NA,NA,16.63
2015,92.48,NA,NA,NA,NA,NA,0.66,9.32,39.08,1.55,NA,NA,16.37
2016,92.44,NA,NA,NA,NA,NA,0.69,9.10,38.33,1.45,NA,NA,16.01
2017,92.71,NA,NA,NA,NA,NA,0.60,8.04,30.36,1.27,NA,NA,15.70
